Número de qubits: 40
Layer	Time	var(Time)
1  0.0029369590000000003  3.353587155090579e-5
2  0.2314408168  0.3485091989271616
3  0.0008856461999999999  3.647591986400004e-9
4  0.0012272388000000001  5.286129575733328e-9
5  0.0008697488  1.9216105573333326e-10
6  0.0013498803  1.706448296233334e-9
7  0.0008541877000000002  9.58070166677777e-10
8  0.0018641832  1.2230446872399997e-8
9  0.0009446185000000001  2.154734800055555e-9
10  0.0035739579  6.04775939372111e-8
11  0.0011167067  1.9723132788455553e-8
12  0.015538434699999997  0.0002743182503241704
13  0.0016138664  2.6211830613822227e-8
14  0.07363269909999999  4.251607109278877e-5
15  0.0028268656  4.30764930120489e-7
16  0.2449704155  9.981221203466684e-5
17  0.0081805208  4.899347751584178e-6
18  1.0487930852  0.010766613509539032
19  0.0633560839  0.005547234469230728
20  5.6379441876  0.16840711777787726
21  0.0700501145  6.263683227844163e-5
22  37.276392413  0.13835985004317022
23  0.49104258349999996  0.000763671603335879
24  276.46699984229997  1.7423967928276176
Total= 321.64840505599994
Varianza= 0.10063619837900147
