Número de qubits: 40
Layer	Time	var(Time)
1  0.003370675  5.468728776444577e-5
2  0.08181489210000001  0.030523863662735105
3  0.0009218011999999999  1.5412378301511113e-8
4  0.0016455045999999997  8.100221958711107e-9
5  0.0009524305  2.7158028184999988e-9
6  0.0020130078  8.023209152400008e-9
7  0.0010042562  2.3793497675111112e-9
8  0.0027795502  5.8844135697955586e-8
9  0.0010784594  1.3774165159822221e-8
10  0.0054693569  3.4476226338676676e-7
11  0.0012172256000000002  4.355761776582223e-8
12  0.0161407392  6.51847421305067e-7
13  0.0016404306  9.118656671337781e-8
14  0.11646352709999999  3.122761915411568e-5
15  0.0038195140999999996  4.999956134321003e-7
16  0.4249070293  8.874022710454651e-5
17  0.0073802488  1.3785221927906685e-7
18  1.7271628044000003  0.00013961622835759158
19  0.0273605813  6.247205858569569e-6
20  7.585485088700001  0.008024310552540465
21  0.1025121225  1.4305006240837832e-5
22  41.2350709786  0.06128729881825887
23  0.5260415616  0.0018562177704168476
24  304.06092523899997  11.560030032040034
Total= 355.93717702469996
Varianza= 0.48591910103622626
