Número de qubits: 40
Layer	Time	var(Time)
1  0.0031522395999999996  6.358885299034584e-5
2  0.10233105  0.03913884199152734
3  0.0005621744  1.1729704364888884e-9
4  0.0007577768  3.327707110666667e-10
5  0.0005455529  1.982360400999994e-10
6  0.0008485906000000002  1.6678252204444448e-10
7  0.0005481917  2.539995606777773e-10
8  0.0011551794  5.952071035999982e-10
9  0.0005688766  1.024684415999999e-10
10  0.0026122818000000004  1.1436564084039995e-7
11  0.0007317023000000001  8.870644086899998e-9
12  0.0076911992  1.0374538529507288e-5
13  0.00293465  6.31590589005489e-6
14  0.0392532091  5.14904864846452e-5
15  0.0037272962  5.202623416604621e-6
16  0.2295618127  0.0025574531968202787
17  0.049181508299999996  0.004909220323447144
18  1.7520607894999998  0.01886266916146122
19  0.023729300000000002  2.2419128705724443e-6
20  13.0884672889  0.36511124479821894
21  0.2574789785  5.318293903591412e-6
22  106.05243778890001  20.03467062261291
Total= 121.62033743740001
Varianza= 0.9302452141253269
