Número de qubits: 40
Layer	Time	var(Time)
1  0.0008508640000000001  1.0371504823333332e-8
2  0.029659859000000004  0.0070610848678426446
3  0.0007758004  5.173450055822222e-9
4  0.0009277789  4.220117459655559e-9
5  0.0007500467  5.0927144731222215e-9
6  0.0023044007999999997  1.57495389831224e-5
7  0.0007330025  1.06750953025e-8
8  0.0013828653  1.3598549839788897e-8
9  0.0008326835999999998  1.3928880677377778e-8
10  0.0030217684000000003  1.8855529254933345e-8
11  0.0009809329  8.318951449433327e-9
12  0.0073368799  1.9346562279032234e-7
13  0.0027212912000000003  1.2956882212498845e-5
14  0.0727194903  0.0034753230725500022
15  0.0033880578  3.2156565317421774e-6
16  0.21633421730000002  0.0022933253356681627
17  0.025021088199999996  0.0020776969598481337
18  1.3614364197  0.003551017448698439
19  0.0216717585  7.290395859816501e-6
20  8.1318543468  0.018092137698228334
21  0.2074155319  0.00326277465832471
22  58.443762484299995  0.0784202654624552
Total= 68.5358815684
Varianza= 0.005376050985346315
