Número de qubits: 40
Layer	Time	var(Time)
1  0.0031320129000000003  6.318485160675186e-5
2  0.0946499625  0.04499545047105961
3  0.000601663  2.1824323484888882e-8
4  0.0005785768  6.932293742844443e-9
5  0.0005606801000000001  1.3974953403655557e-8
6  0.000615907  5.8778593599999994e-9
7  0.0005158065  9.65447147583333e-9
8  0.000686563  5.0725027955555566e-9
9  0.0005591028  9.668841947733335e-9
10  0.0037676809999999997  4.371886079937955e-5
11  0.0006821183  1.0659343625566667e-8
12  0.004248010500000001  1.2406062893499392e-5
13  0.0055692126  0.00022649292910762895
14  0.0261397328  0.00016625649569392413
15  0.0017127578000000001  1.4915920381490663e-6
16  0.1358372326  0.00034122313981819184
17  0.0073919638  1.657759237229955e-6
18  1.0427912909000001  0.012054016875425361
19  0.0566353213  0.0005253875570918123
20  8.5876337095  0.8712971686503269
Total= 9.9743093057
Varianza= 0.04648642694548442
