Número de qubits: 40
Layer	Time	var(Time)
1  0.0023671047  2.070233898307845e-5
2  0.06791456759999999  0.019921961219966186
3  0.0007845504999999999  6.512830706944444e-9
4  0.0008782238999999999  1.8873361966322227e-8
5  0.0010981324  1.377325169392489e-6
6  0.00091796  4.971673965555551e-9
7  0.000737743  6.9528478455555525e-9
8  0.001231976  1.6854926872222225e-8
9  0.0008375567000000001  6.090893517566665e-9
10  0.0024307275  4.5264744193161104e-7
11  0.0010441390000000001  2.4371152706666676e-8
12  0.0092507989  3.7277504314087875e-5
13  0.0013264839999999997  8.520909408577777e-8
14  0.06476261679999999  0.00012478640331956218
15  0.005954425699999999  3.62552175428758e-5
16  0.2565077477  0.002602067094756756
17  0.009104199000000002  5.854962469563243e-5
18  1.4623098433  0.07622013617598497
19  0.024780323700000002  0.0002394474438892892
20  9.2914050683  0.8294298489088925
21  0.1666225583  0.00018541466662347816
22  57.0153364226  3.926146697252272
Total= 68.3876031696
Varianza= 0.22068296107548332
