Número de qubits: 40
Layer	Time	var(Time)
1  0.0024417644999999997  2.7659728003505387e-5
2  0.0467459789  0.009350164527431608
3  0.0007099526  1.7962427864888896e-9
4  0.0013505099999999999  3.0377167293333353e-9
5  0.0007159032999999999  1.747990484233333e-9
6  0.0016389171000000002  1.8920951952111092e-9
7  0.000746384  7.78841075777777e-10
8  0.0024178497999999995  1.461663587955552e-9
9  0.0008236747000000001  6.642254666777787e-10
10  0.0053566615  1.9516633027694433e-7
11  0.0010044996000000003  1.895956564582222e-8
12  0.019663574200000002  2.072666268543529e-5
13  0.0027976916  9.221116199624262e-6
14  0.12040186709999998  0.0010895254756984236
15  0.0036704799000000002  9.017195206988892e-9
16  0.4760369174  0.009091061268457396
17  0.009807265700000001  6.792484874068994e-7
18  2.3073559362999996  0.06379474287156696
19  0.027074377899999995  3.2723576488425453e-6
20  11.8896211559  0.6974101262456978
21  0.2520584929  0.00022049888316382862
22  79.5611706355  2.671463266375639
Total= 94.73361049040001
Varianza= 0.1569309626946612
