Número de qubits: 40
Layer	Time	var(Time)
1  0.0033605482000000006  7.145984448276617e-5
2  0.08551684770000001  0.03804419234215101
3  0.0005947101000000001  6.654649088988887e-9
4  0.0007571217  6.635869137566666e-9
5  0.0005646752999999999  8.618346704677777e-9
6  0.0008013425999999999  7.207094704266666e-9
7  0.0021802464999999996  2.5339211384704712e-5
8  0.0016830820999999998  3.3521258471007663e-6
9  0.0006569544  1.1114240532266666e-8
10  0.0107627543  0.0007449914761684574
11  0.0014819279  4.2461539215605445e-6
12  0.0077536312  1.1811560388536625e-5
13  0.0010004018  4.7514091859511116e-8
14  0.1031557805  0.001481596988928827
15  0.0029375469  8.864782882565879e-6
16  0.33227630649999995  0.0008053450996939357
17  0.0178483381  0.0006430665854493115
18  1.9758311498  0.006724436202714502
19  0.0964334109  0.0019669793904686685
20  10.9541470345  0.07408023772006474
Total= 13.599743811
Varianza= 0.06230800361441936
