Número de qubits: 40
Layer	Time	var(Time)
1  0.0034320373000000003  3.908824102662535e-5
2  0.0928263245  0.022208808098351386
3  0.0005859505000000001  1.0238951293611113e-8
4  0.0065239084  0.0003468934342284798
5  0.0005939143  1.5691381886455552e-8
6  0.0007165165000000001  6.6843184136111125e-9
7  0.0005936823  1.0143159796677775e-8
8  0.0008740599  1.5727670523211108e-8
9  0.0006336501000000001  1.1050687184544442e-8
10  0.0020672653999999997  3.004791662131377e-6
11  0.0007195776000000001  9.05520595871111e-9
12  0.024033973999999996  0.0007165972593378674
13  0.0034162786000000007  5.792502113599539e-5
14  0.07869062899999998  0.0006894990184910323
15  0.0093967362  0.0003303019918254689
16  0.2845057232  0.0007422262616801432
17  0.0098541318  1.0833218045772887e-6
18  1.8276531603  0.01603788087902125
19  0.0825469824  0.00011620653397685742
20  10.201776970000001  0.11191505410113484
Total= 12.6314414723
Varianza= 0.116602323772525845
