Número de qubits: 40
Layer	Time	var(Time)
1  0.0007368429000000001  1.6419206771655557e-8
2  0.0544910161  0.028498198166107644
3  0.0006561057000000001  1.6378654695788884e-8
4  0.0009800998  1.2787298569733334e-8
5  0.0006605997  1.213095087401111e-8
6  0.0011301531999999997  2.1287171081511114e-8
7  0.0009026249  4.3368162568787775e-7
8  0.0016228444000000002  3.39891879276e-8
9  0.0007594967000000002  2.0308653917566667e-8
10  0.0032007262999999993  1.6017970381734437e-7
11  0.0008660808  3.051247005351111e-8
12  0.012291329600000001  2.3373329995868272e-5
13  0.0145831039  0.00180821050023
14  0.0815760784  4.1545391660454715e-5
15  0.0027592244000000004  1.6744874632487113e-6
16  0.3033656387  0.00012846649593345222
17  0.008685700299999998  1.0455968125113441e-6
18  1.6692711744  0.014372573114198435
19  0.0593834007  0.0030513340317786164
20  8.1991676802  0.09318210498396406
Total= 10.4170899211
Varianza= 0.007055464188653385
