Número de qubits: 80
Layer	Time	var(Time)
1  0.0045850543  3.251020582538534e-5
2  0.05817837130000001  0.013993060351793377
3  0.0019470347999999999  1.7063537514395553e-7
4  0.0019583392  9.608140723551114e-8
5  0.0018920590000000002  1.594390763553333e-7
6  0.0027391908  3.4156573024428437e-6
7  0.0018858923999999998  1.665487422756e-7
8  0.0031248233  3.278239116065345e-6
9  0.0022224491  7.154566969587779e-8
10  0.009343019800000001  4.3277397001043726e-5
11  0.002259679  8.55785345937778e-8
12  0.0262081153  0.0007552356088762587
13  0.0023997523000000003  2.657346768445553e-8
14  0.1683532951  0.00010714053553241962
15  0.0058998346  6.5328725055120435e-6
16  0.7000137634000001  0.001895952123644966
17  0.0233764731  0.00013471434321274566
18  4.3055844688  0.0243006389562598
19  0.12812959350000003  0.0017728038405930128
20  28.220027262099997  0.3312345115175977
Total= 33.670128471199995
Varianza= 0.018714192402576685
