Número de qubits: 80
Layer	Time	var(Time)
1  0.0049745456  2.7306308377700497e-5
2  0.0930189119  0.020440423779462178
3  0.0018842971  1.896136297736555e-7
4  0.003957503499999999  2.144685424482072e-5
5  0.0017277602000000003  1.0444810466284442e-7
6  0.0021221204  7.320260468360002e-8
7  0.005685241  0.00015436761782860445
8  0.0043248558  2.3914263162209955e-5
9  0.0021452785  9.100698645383332e-8
10  0.0059273189999999995  8.624570940367332e-6
11  0.0024556088  5.820771062751114e-8
12  0.01975295  5.2148840648840235e-5
13  0.005289086100000001  2.838184867906611e-5
14  0.14920703539999997  0.0004317960973426014
15  0.007716864700000001  7.74703379450401e-6
16  0.5715036241999999  0.0006593857863491661
17  0.0371291706  0.0013749924093370688
18  3.4349077644000006  0.046691960880374514
19  0.1113595776  0.0020864932063104024
20  20.677015884600003  0.18349327553497427
Total= 25.142105399400002
Varianza= 0.012775139075543127
