Número de qubits: 80
Layer	Time	var(Time)
1  0.0026229642000000003  4.284093270137734e-6
2  0.0628457293  0.016412018178117927
3  0.0017612065  9.435392197161112e-8
4  0.0020169130000000004  8.851611397688892e-8
5  0.0025192491  3.318046697641656e-6
6  0.0023230841  9.286338708854445e-8
7  0.0019747377  1.4658836641312218e-7
8  0.006926655299999999  0.00010217496499332069
9  0.0022855172000000004  9.058074536151108e-8
10  0.005708657  2.957423352026667e-6
11  0.0024832353  1.1261760881045553e-7
12  0.032862454299999996  0.0011688431700256586
13  0.006285265600000001  4.141140931669894e-5
14  0.1967089301  0.0017176615153695796
15  0.0060401672  8.903880471727065e-6
16  0.7555553403000002  0.0008802327768040545
17  0.018165066200000003  6.387652704068176e-6
18  4.6314599867999995  0.02658450666915108
19  0.10462993179999999  0.0022208663865369224
20  29.158521854999996  0.6140823246968714
Total= 35.003696946
Varianza= 0.03316182581919129
