Numero de qubits: 20 
Layer   Time var(Time)
1  0.053490680750000005  0.14446002733394736
2  0.0077875571  0.005159374838841523
3  0.0062265203  0.0014876763260378279
4  0.0165171525  0.0378919523764297
5  0.020537001449999998  0.042932183281563834
6  0.016809349600000002  0.003363222924619143
7  0.0561651452  0.004907935633757145
8  0.15689862850000003  0.03457941205276199
9  0.6062893657  0.06325296227310674
10  1.5113359047  0.11892986752286346
11  3.38260470715  0.25101271663264163
12  2.4129317937500003  0.18020410416365856
13  3.3203814510500003  0.268127891724399
14  2.3973444565  0.15885828058108492
15  3.2926095929499994  0.29991351516868753
16  2.37280929415  0.1681356962602485
17  3.3298221262999994  0.2184421226498926
18  2.3639226599999996  0.20525101070950066
19  3.1540866584  0.371513150841211
20  2.3319398281000003  0.20220874231770952
21  3.2687096259499997  0.3015908457603081
22  2.36710963415  0.164920052145268
23  3.2913295534500002  0.2883157547440277
Total= 39.737658687700005
Varianza= 2.5977464629903184

Numero de qubits: 21 
Layer   Time var(Time)
1  0.0053648433  0.00017767870888238128
2  0.0055568556499999994  0.0008129241972525037
3  0.0055328827  0.0010910501451655693
4  0.0061894559  0.0007933304567665293
5  0.008254987000000002  0.000199239716865388
6  0.01433949595  0.00043164188849919037
7  0.05169295869999999  0.006343192079489704
8  0.13593318240000002  0.009986983540907516
9  0.56646118535  0.033052169609408925
10  1.4867074383500003  0.12085389951637551
11  3.6124599555500003  0.27080020669659705
12  4.7110101657  0.37838764443259776
13  4.588020547400001  0.3342647801694912
14  4.70745935025  0.3885077053883314
15  4.596442189100001  0.35632443292036403
16  4.676285906  0.3762453852700349
17  4.54236528875  0.3410560100821774
18  4.6702527393499995  0.367252883880374
19  4.543989277400001  0.3509030907850476
20  4.6728106598500005  0.36677703694744074
21  4.5387264498  0.34744818276285155
22  4.653598993350001  0.4002038822088681
23  4.56260606  0.3298001357506643
Total= 61.36206086780004
Varianza= 4.764989208156588

