Numero de qubits: 15 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200421  3.3538108433248975e-15
2  4.0  0.0  0.9064569982200439  5.589286577186437e-15
3  8.0  0.0  2.731686960745029  0.0056561627891758975
4  16.0  0.0  2.7316869607450323  0.005656162789176388
5  32.0  0.0  4.578359229932138  0.007925303019759612
6  64.0  0.0  4.578359229932139  0.007925303019758752
7  128.0  0.0  6.438845231810648  0.007845016345974351
8  128.0  0.0  6.43884523181065  0.00784501634597501
9  128.0  0.0  6.570069974697188  0.01719168269339938
10  128.0  0.0  6.5700699746971924  0.017191682693399806
11  128.0  0.0  6.459309627765094  0.0066655426825782136
12  128.0  0.0  6.4593096277651  0.006665542682577595
13  128.0  0.0  6.428559817194331  0.005112151025204793
14  128.0  0.0  6.4285598171943334  0.005112151025205001
15  128.0  0.0  6.41915503031567  0.005339461742940734
Numero de qubits: 16 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.0250964812207774e-14  2.3365257983516906e-15
2  4.0  0.0  1.8159650380287853  0.003246768231694575
3  8.0  0.0  1.8159650380287888  0.0032467682316941818
4  16.0  0.0  3.6514533453121936  0.005893727978599964
5  32.0  0.0  3.651453345312197  0.005893727978600477
6  64.0  0.0  5.504712040692596  0.004965806660158387
7  128.0  0.0  5.504712040692597  0.004965806660159029
8  256.0  0.0  7.372656409314571  0.005849617305856297
9  256.0  0.0  7.372656409314573  0.005849617305855952
10  256.0  0.0  7.122091314381414  0.020185292043491253
11  256.0  0.0  7.122091314381419  0.020185292043491898
12  256.0  0.0  7.032884615802351  0.007595102389883553
13  256.0  0.0  7.032884615802355  0.007595102389882814
14  256.0  0.0  7.009429912221693  0.0031025546428005276
15  256.0  0.0  7.009429912221696  0.003102554642800794
Numero de qubits: 17 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.1948780859229695e-14  2.986411431906273e-15
2  4.0  0.0  1.8149594409556602  0.002873563885299089
3  8.0  0.0  1.8149594409556635  0.0028735638852975124
4  16.0  0.0  3.6484251876706857  0.0036615371664190438
5  32.0  0.0  3.648425187670687  0.0036615371664192584
6  64.0  0.0  5.502964379726703  0.005112069296727545
7  128.0  0.0  5.502964379726707  0.005112069296726725
8  256.0  0.0  7.369286170155573  0.00594113001611233
9  256.0  0.0  7.369286170155576  0.005941130016111608
10  256.0  0.0  7.553913741462149  0.019540489623094466
11  256.0  0.0  7.553913741462155  0.019540489623093855
12  256.0  0.0  7.453712879502807  0.008436287521081848
13  256.0  0.0  7.453712879502812  0.008436287521082168
14  256.0  0.0  7.426753841187856  0.0037112342075673464
15  256.0  0.0  7.426753841187859  0.003711234207567737
Numero de qubits: 18 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200432  3.949180499198826e-15
2  4.0  0.0  0.9064569982200451  7.86391431102142e-15
3  8.0  0.0  2.7304794991453836  0.0039292851979091095
4  16.0  0.0  2.730479499145388  0.003929285197908906
5  32.0  0.0  4.574508607886721  0.005217511029681166
6  64.0  0.0  4.574508607886726  0.00521751102968221
7  128.0  0.0  6.4345038912978385  0.004639169260965832
8  256.0  0.0  6.434503891297839  0.004639169260966352
9  512.0  0.0  8.305541809558608  0.004948581093734756
10  512.0  0.0  8.30554180955861  0.00494858109373404
11  512.0  0.0  8.10810761922388  0.015087840924850568
12  512.0  0.0  8.108107619223883  0.015087840924851638
13  512.0  0.0  8.02943969261393  0.005070603134993836
14  512.0  0.0  8.029439692613934  0.005070603134994207
15  512.0  0.0  8.008456504580675  0.002315195103882092
Numero de qubits: 19 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200441  3.914776108114584e-15
2  4.0  0.0  0.906456998220049  6.853997607491081e-15
3  8.0  0.0  2.731347292322988  0.004343886013848938
4  16.0  0.0  2.731347292322993  0.004343886013848544
5  32.0  0.0  4.574698545687597  0.006838835752874531
6  64.0  0.0  4.5746985456876015  0.0068388357528741265
7  128.0  0.0  6.434013033334528  0.0064847403813311
8  256.0  0.0  6.434013033334533  0.006484740381332209
9  512.0  0.0  8.305004621145015  0.005490101622023509
10  512.0  0.0  8.30500462114502  0.005490101622023597
11  512.0  0.0  8.538247856328315  0.02327448502528868
12  512.0  0.0  8.538247856328319  0.02327448502528828
13  512.0  0.0  8.450615090302561  0.008875335216820195
14  512.0  0.0  8.450615090302565  0.008875335216818778
15  512.0  0.0  8.426380085421576  0.0019728547181374883
Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.4095076616785708e-14  2.755691675488138e-15
2  4.0  0.0  1.8145592405557065  0.0028577851660363178
3  8.0  0.0  1.8145592405557107  0.0028577851660350063
4  16.0  0.0  3.6495486996771667  0.005541586130311263
5  32.0  0.0  3.6495486996771724  0.005541586130312747
6  64.0  0.0  5.50345575275624  0.004061148187056921
7  128.0  0.0  5.5034557527562455  0.004061148187057829
8  256.0  0.0  7.370379515163647  0.00576939431191143
9  512.0  0.0  7.37037951516365  0.005769394311912108
10  1024.0  0.0  9.247470073390813  0.005996683821020089
11  1024.0  0.0  9.247470073390819  0.005996683821020781
12  1023.85  0.3570714214271425  9.095914233053195  0.010827920976372939
13  1023.85  0.3570714214271425  9.095914233053202  0.010827920976371691
14  1023.9  0.3  9.025425649776793  0.005558218980105848
15  1023.9  0.3  9.025425649776798  0.005558218980105004
