Numero de qubits: 20 
Layer   Time var(Time)
1  0.06885482015000001  0.26427240109062544
2  0.021674391250000005  0.047264016956307955
3  0.00635009545  0.0019373974180439202
4  0.00817328065  0.006249160119507895
5  0.027354412800000005  0.04955988767809992
6  0.016423572450000003  0.0022338402679447666
7  0.054992850700000005  0.005180756458231598
8  0.1497686872  0.007982771307103578
9  0.6396082244000001  0.021745943321880075
10  1.55117750835  0.06647799256277322
11  3.49429138035  0.14469850882496654
12  2.4292760387499994  0.07955979108752224
13  3.4346721512500005  0.2747444651574151
14  2.433218990800001  0.10372749202292803
15  3.4219551124  0.21216719150882968
16  2.4212713207  0.07202997058653891
17  3.4264830901499996  0.19795260128904707
18  2.4286308061  0.06903366345286768
19  3.35364738695  0.2484998839039901
20  2.4437645412499998  0.08385088027448659
21  3.4598423672500003  0.17597870130722496
22  2.4624398201999997  0.09326860408450977
Total= 37.75387084954998
Varianza= 1.2456787253636261

Numero de qubits: 21 
Layer   Time var(Time)
1  0.006947482149999999  0.004864877818315186
2  0.012726806100000002  0.028623376591284444
3  0.00615398675  0.0008164638792201938
4  0.00723536435  0.0011934739296719167
5  0.0173293553  0.030487708258660692
6  0.02449943675000001  0.029634825724307288
7  0.058090634499999995  0.010318553722736266
8  0.16120110685  0.005509925912386013
9  0.658161137  0.031183544169168943
10  1.6681060365499998  0.06521604963600178
11  4.010709871649999  0.16658237336169407
12  5.25242476635  0.1533924478079059
13  5.162969876749999  0.21243329493157337
14  5.256391134749999  0.18428039176390193
15  5.1031776695  0.2479209780723325
16  5.24157691665  0.1689179221860013
17  5.104886118549999  0.22642398066639802
18  5.255322646049999  0.17288742524708373
19  5.05484988605  0.1748626615489241
20  5.237578575100001  0.1254449250457747
21  5.04701426705  0.14943620147506512
22  5.2209374660000005  0.13623190765287452
Total= 63.56829054075
Varianza= 1.9527032985398283

