Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.342235705098457e-14  2.6761556155936858e-15
2  4.0  0.0  1.8153659163958735  0.002708339875133906
3  8.0  0.0  1.8153659163958793  0.002708339875133787
4  16.0  0.0  3.651089860334878  0.005144219700892537
5  32.0  0.0  3.6510898603348805  0.005144219700892616
6  64.0  0.0  5.504623572168203  0.006083508984193116
7  128.0  0.0  5.5046235721682075  0.00608350898419314
8  256.0  0.0  7.370445235680033  0.005607914749948059
9  512.0  0.0  7.370445235680036  0.005607914749947669
10  1024.0  0.0  9.2479054515826  0.005303891688781713
Numero de qubits: 21 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.3005911605488628e-14  2.829915023726772e-15
2  4.0  0.0  1.8152261583121834  0.002494018358254926
3  8.0  0.0  1.8152261583121903  0.0024940183582547104
4  16.0  0.0  3.6494926182625917  0.004625609647260715
5  32.0  0.0  3.649492618262596  0.00462560964725958
6  64.0  0.0  5.501938927122533  0.006009692599689106
7  128.0  0.0  5.501938927122538  0.006009692599688733
8  256.0  0.0  7.3684592434088145  0.005565484970056526
9  512.0  0.0  7.36845924340882  0.0055654849700576955
10  1024.0  0.0  9.246484971126828  0.006299758748822628
Numero de qubits: 22 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200469  3.2191681914368562e-15
2  4.0  0.0  0.9064569982200483  7.539019294549635e-15
3  8.0  0.0  2.7300024926331194  0.002940418608783189
4  16.0  0.0  2.730002492633125  0.0029404186087836027
5  32.0  0.0  4.575388422389871  0.003677807132251125
6  64.0  0.0  4.575388422389875  0.003677807132251486
7  128.0  0.0  6.436821915456858  0.004761954391583621
8  256.0  0.0  6.436821915456861  0.004761954391582583
9  512.0  0.0  8.30750743465631  0.0052716528187108135
10  1024.0  0.0  8.307507434656312  0.005271652818710056
Numero de qubits: 23 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200471  3.4538465514754686e-15
2  4.0  0.0  0.9064569982200507  6.316378731643051e-15
3  8.0  0.0  2.7281536804112436  0.0034822827406391574
4  16.0  0.0  2.728153680411248  0.0034822827406399068
