Gamma, E, varE, T, varT, S, varS, dimension, vardimension 
0.0 -12.5 0.0 1.2948653919999997 19.053633200755918 0.0 0.0 1.0 0.0
0.05 -12.531269383728416 0.0 0.37277147845 0.005364745022703732 1.0566336554872082e-5 4.696148374023064e-11 4.1 1.3900000000000006
0.1 -12.62531503371839 3.751665644813329e-12 0.4006579865 0.005186587082455313 0.0034704900852835065 0.00020827562043216884 5.9 1.6899999999999977
0.15 -12.78286558278414 1.0120970728166867e-10 0.49991853725 0.00826395130802185 0.03868155266270594 0.02172803914530455 9.75 11.087500000000006
0.2 -13.005208014178763 5.872493602510076e-10 0.50870909055 0.00998965208714736 0.004583280873540314 9.733422052700077e-5 11.35 5.027500000000003
0.25 -13.294305110552884 -5.684341886080802e-14 0.6181144605 0.004528747314641368 0.005839556727372573 3.473083244067386e-12 14.85 1.927500000000009
0.3 -13.65291658858133 3.882072974192852e-8 0.74448318215 0.02686266499568557 0.01258771456135438 9.296828917968445e-6 18.1 26.789999999999907
0.35 -14.085221368423309 1.6883629427866254e-7 0.9036826542500002 0.02000698000840495 0.024626058091163104 1.5117775309595642e-5 21.8 18.360000000000014
0.4 -14.597206071705092 9.655546762132872e-7 1.2607249477499998 0.05581384792218347 0.04955265512613382 0.00010047511988159558 29.3 41.309999999999945
0.45 -15.20001541018147 1.9610979506978765e-12 1.4037433035 0.0013782727074134193 0.13239140564431692 8.969403013627669e-5 32.0 0.0
0.5 -15.918111153265638 1.1368683772161603e-13 1.40879416955 0.000848962570416667 0.9396955240724804 1.2440970476035318e-10 32.0 0.0
0.55 -16.785883497579004 1.1368683772161603e-13 1.4015539897 0.0010806224914621243 0.6586909449016665 -1.1102230246251565e-16 32.0 0.0
0.6 -17.745242425215945 0.0 1.3939790935999998 0.0012488242627173296 0.5067441873375369 5.551115123125783e-17 32.0 0.0
0.65 -18.760290576677402 0.0 1.3827458077499997 0.0067051386685275105 0.41678487002079734 0.0 32.0 0.0
0.7 -19.81485373490798 -1.1368683772161603e-13 1.206835644 0.003556986459570144 0.3540513016038962 -2.7755575615628914e-17 32.0 0.0
0.75 -20.89907776335739 1.7053025658242404e-13 1.18587270375 0.0025275565951639045 0.30698208104651936 0.0 32.0 0.0
0.8 -22.006351511160553 1.7053025658242404e-13 1.1171016450000002 0.005964152366787934 0.2700966282450671 9.461320615855584e-13 32.0 0.0
0.85 -23.131990683809374 3.410605131648481e-13 0.89983728615 0.012104403595134539 0.2403032697124056 2.8816735803127713e-10 27.6 6.03999999999985
0.9 -24.242917197390135 0.0002195043882693426 0.7189537608499998 0.02163565985938931 0.12944909951417694 0.0018591779874029338 13.95 37.8475
0.95 -25.40452906677654 0.00029122924058810895 0.7460746416500001 0.04176061976758483 0.13661797646493967 0.002284180033444678 15.75 55.28750000000002
1.0 -26.565585546161014 0.00022719409525961964 0.67941767665 0.017631479829730012 0.11549325437885824 0.0016572207615429234 12.6 30.24000000000001
1.05 -27.738684612474923 0.000203933357738606 0.65672829485 0.0186382325104556 0.10570628366341465 0.0013877975088391788 12.35 27.22750000000002
1.1 -28.920578966382692 0.00019955002721872006 0.68682605085 0.024666732910508693 0.1009618157929019 0.0012723439396031839 13.6 40.440000000000026
1.15 -30.11004668396423 0.00019712529865500983 0.6596317210000001 0.017343452024896455 0.1001527829288011 0.001180707933194981 13.4 35.639999999999986
1.2 -31.302043864329697 0.000179849984874636 0.6464696050500002 0.01666466317794968 0.09284581197221362 0.0010145988915321851 12.35 37.02750000000003
1.25 -32.500131479513 0.00016647207053210877 0.6279522557 0.015560992960757192 0.08934728792144955 0.0008869697059544004 12.15 26.92750000000001
1.3 -33.70357210189737 0.0001470141171466821 0.6490899072499999 0.015446053793340186 0.08892580398879066 0.0007413403578461503 13.0 24.0
1.35 -34.90223292774523 0.0001286520327994367 0.5838148764500001 0.006383700034700512 0.07020640504681022 0.0006152618260042942 10.65 25.127499999999998
1.4 -36.112680286935415 0.00012963011045030726 0.5957657261 0.016879109154852134 0.07073888636404566 0.0005890461346983291 11.5 24.75
1.45 -37.32150672133537 0.00011068809044445516 0.5720023390500001 0.013827277388347547 0.06192933698685563 0.0004787417397006475 10.5 22.75
1.5 -38.53740179943789 0.0001121697087000939 0.59373153445 0.010719689253379183 0.062682896381799 0.00046252289188181486 11.5 24.75
1.55 -39.75142612917191 9.62852625434607e-5 0.5626853788500001 0.0153729577790514 0.05510694068075861 0.0003790507119201098 9.3 20.909999999999997
1.6 -40.97769816297176 7.428277649523807e-5 0.59880399285 0.00867367556015064 0.06758033868729145 0.0002796066529087574 12.35 14.827500000000015
1.65 -42.19193076133219 9.198712496072403e-5 0.5568569170500001 0.007203948112103287 0.05306759236820191 0.0003315093105089942 9.6 15.840000000000003
1.7 -43.41391769551246 8.647227195979212e-5 0.55389416135 0.009868412168979046 0.05037487517789424 0.00029872069310875066 9.6 15.840000000000003
1.75 -44.64206647786158 6.910345427968423e-5 0.57001270825 0.00811153853432156 0.05614906204847779 0.000229082972955865 11.3 12.809999999999988
1.8 -45.864395650215435 7.684477714064997e-5 0.54043844905 0.008184363832791086 0.048741682465389076 0.0002447264645199592 9.8 12.95999999999998
1.85 -47.08824459675428 7.042882816676865e-5 0.54470645745 0.009200626909868281 0.041973113772772325 0.00021571260652073214 8.9 13.289999999999992
1.9 -48.32099093761492 5.833753175465972e-5 0.5810678436999999 0.007235731807433643 0.048654047197883556 0.00017200670729628767 11.15 12.427499999999995
1.95 -49.545704309502625 6.518460077131749e-5 0.5629301851 0.00915531953244253 0.03966376142324919 0.00018518752964840073 9.3 14.009999999999991
2.0 -50.77802539856908 6.0012226185790496e-5 0.5816728353 0.006383051187920097 0.041879343114654424 0.00016442260204144383 10.5 14.25
