Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  -2.4346041428993322e-15  3.0430865725585695e-15
2  2.0  0.0  0.4202963923549701  0.45372941720123405
3  4.0  0.0  0.42029639235496824  0.45372941720123194
4  4.0  0.0  0.9675891045389614  0.2443130982339391
5  8.0  0.0  0.9675891045389597  0.24431309823393885
6  8.0  0.0  1.8607106069723742  0.2166292913778095
7  16.0  0.0  1.8607106069723727  0.21662929137781028
8  16.0  0.0  2.478203005018213  0.36248154771880603
9  32.0  0.0  2.4782030050182144  0.362481547718807
10  32.0  0.0  3.080917387230533  0.36163150684396234
11  51.2  15.67673435381234  3.080917387230533  0.36163150684396556
12  64.0  0.0  3.785752141089663  0.3365163583245245
13  102.4  31.35346870762468  3.785752141089664  0.3365163583245264
14  128.0  0.0  4.507775920811675  0.2970613238893483
15  204.8  62.70693741524936  4.507775920847168  0.29706132388063217
16  254.2  3.1240998703626617  5.13734643576184  0.25489737081160563
17  256.0  0.0  5.137376639865542  0.25495525701765454
18  256.0  0.0  5.811296513205835  0.2639469368373004
19  256.0  0.0  5.812321601135292  0.2650743193212441
20  256.0  0.0  6.326258257930782  0.17984392808340297
21  256.0  0.0  6.333416433407832  0.18358037883058914
22  256.0  0.0  6.9255514816869335  0.16617413487467692
23  256.0  0.0  6.95880152376984  0.17701239443548442
24  256.0  0.0  7.540057653790508  0.2168915073652871
25  256.0  0.0  7.628562507453279  0.24228476886555922
26  256.0  0.0  8.224098217235163  0.2233448215543829
27  256.0  0.0  8.368414634543154  0.25052953538727346
28  256.0  0.0  8.822352854484462  0.28044186296464096
29  256.0  0.0  8.998418946553588  0.3156768208658694
30  256.0  0.0  9.391811511106425  0.35451362837303185
