Numero de qubits: 20 
Layer   Time var(Time)
1  0.0050819518  0.0006620433764618147
2  0.0090205774  0.009185274523899754
3  0.004493506  0.00047318361220989065
4  0.0043569518  0.0005898895866354653
5  0.027838829  0.04701838246237023
6  0.0047240236  0.0006020069242055611
7  0.029675669  0.04696472347249266
8  0.005863826  0.0006208281211929756
9  0.0068208912  0.0008345253541093644
10  0.008728037599999999  0.0014044866478563046
11  0.0111703958  0.002224480112749619
12  0.0213291292  0.008562208656177456
13  0.0362953288  0.010923113272519542
14  0.0588330818  0.004368450434280987
15  0.0923776448  0.016916313706959795
16  0.16924153139999998  0.0387867476614305
17  0.34474782479999994  0.09836117761209776
18  0.5334788893999999  0.10130288301418135
19  0.7725222942000001  0.25376807103995463
20  1.1270809386  0.22926334253510533
21  1.5829467830000001  0.4831400833788034
22  1.5394819926  0.16411775370138024
23  2.1448263332  0.055276067092849615
24  1.792925289  0.012338538387433918
25  2.3232903286  0.18101097815915146
26  1.7980224286  0.03594181857330898
27  2.3485308814  0.21908116361232366
28  1.8009995285999998  0.08498788725387658
29  2.5352034621999997  0.20787525866976908
30  1.8528214364  0.042644248542181525
Total= 22.992729785799995
Varianza= 1.7026625141486509

Numero de qubits: 21 
Layer   Time var(Time)
1  0.0052200838  9.772222544416392e-5
2  0.028192004800000003  0.046917225722731715
3  0.051912176  0.058234926475212216
4  0.0046892718  0.0006149461034537578
5  0.004902968000000001  0.0006393051327621263
6  0.0055026418  0.00038684994207697636
7  0.0063423618  0.0006158742194806987
8  0.007451307799999999  0.0006172032639506696
9  0.008540537800000001  0.0003710477957505746
10  0.0101593658  0.001125116388398356
11  0.013663799400000001  0.0013936322809163972
12  0.0319373888  0.005606547354956003
13  0.044523606199999996  0.016586834884526745
14  0.0703903552  0.015616335560362342
15  0.1229676472  0.018848766069468635
16  0.2920606946  0.0961172943104442
17  0.42459118160000003  0.09234347790104766
18  0.8070220828  0.20929397757848672
19  1.2424304242000002  0.14879489414831565
20  1.9095616744000001  0.4231074807678825
21  2.7157760454  0.3894161127964978
22  3.2379144188  0.31496755778338753
23  3.6443885516  0.18665108308105188
24  3.9854798284000004  0.13362518438715426
25  3.9360817022  0.04904330460798716
26  4.0697752068  0.06078993686670667
27  3.9730657168  0.057823931056037614
28  4.0629514454  0.01810283413039747
29  3.9893455782000005  0.06911400095821452
30  4.0478579761999995  0.012209651357492642
Total= 42.754698043599994
Varianza= 1.9589099654671673

Numero de qubits: 22 
Layer   Time var(Time)
1  0.005640549999999999  0.00011065902547917193
2  0.029426426999999998  0.047871248711566484
3  0.0517280732  0.0575623243449654
4  0.0046536078  0.0005711427619005254
5  0.0051975156  0.0005278041227889755
6  0.0062554436000000005  0.00019963562037732642
7  0.006887446  0.0002690244401239409
8  0.008084879599999999  0.0004152008214012106
9  0.010247392  0.002253419989432951
10  0.015733141  0.004095322054263376
11  0.0141498458  0.0011768280958706584
12  0.029217510800000002  0.0049203035527805574
13  0.0566336972  0.00938061387431676
14  0.0958012936  0.018185786443295
15  0.152526331  0.020028088216940007
16  0.38410647219999994  0.07450579924060648
17  0.5762926858  0.08814828081539705
18  1.0810187908  0.08493602389315921
19  1.5616088994  0.11934044791669395
20  2.5200340193999997  0.5170040659638427
21  4.434852654199999  0.3420857520870214
22  5.9784846436  1.2670927212371295
23  7.243754389  0.7210366557181486
24  10.6523347744  0.13993270614066003
25  8.83245866  0.08918073211189201
26  10.8628137786  0.11028585830373497
27  9.0009377202  0.10978788016406019
28  10.9383970446  0.11310440166069663
29  9.1086805414  0.11093154947527317
30  11.115718990400001  0.11753880586187694
Total= 94.78367721819997
Varianza= 3.375586463279872

Numero de qubits: 23 
Layer   Time var(Time)
1  0.0053862216  0.00038463763435451825
2  0.0051735413999999995  0.0005738289109264536
3  0.005322983  0.0004371209916904016
4  0.0055498396  0.00045878823586556803
5  0.0056156574  0.00042336508199689786
6  0.006272783  0.00055814317528068
7  0.0065997213999999995  0.0005870411620926082
8  0.007571551000000001  0.0004433510285239003
9  0.05725760840000001  0.05946469035313998
10  0.0333289614  0.02775990568877702
11  0.022098566000000004  0.010264075141891567
12  0.077320684  0.05846327046186289
13  0.0539723862  0.002994907565418765
14  0.1039946088  0.00798438516136203
15  0.20652830579999998  0.045643627603483145
16  0.44053701759999997  0.042345165801648384
17  0.6872105666  0.07011861352095733
18  1.2396305192000001  0.1543961417553926
19  1.9557951797999997  0.1703019878605529
20  3.7405874104000008  0.6654885933120982
21  6.0066965746  0.5980338016097548
22  9.924112475600001  1.8514747933860416
23  14.810958138200002  1.3954972854195973
24  19.5435455264  3.194214760607322
25  25.646521551400003  0.8170626989009223
26  26.038529234600002  0.07624711803751234
27  26.9023901966  0.06035547401258495
28  26.211384224  0.21606916858323832
29  26.868615099  0.1265518186679992
30  26.198157478800006  0.11315975643813042
Total= 216.81666461180004
Varianza= 9.008265681379257

Numero de qubits: 24 
Layer   Time var(Time)
1  0.006069199799999999  0.0007039321551466164
2  0.0056373878  0.0006434266246960566
3  0.0057032281999999995  0.0006486422529244912
4  0.005846678  0.000682085021160852
5  0.0060916398000000005  0.0007032455498237868
6  0.006472096199999999  0.0007614715495148585
7  0.006970408  0.0008288892967505371
8  0.007815480199999999  0.0008000265735675033
9  0.0089937802  0.0007357249357430808
10  0.0115795206  0.000935006502322973
11  0.0216591944  0.012119991433006603
12  0.053623682400000004  0.011642771064315651
13  0.05218360479999999  0.00639048871670333
14  0.09072834  0.012012643748839254
15  0.1544105544  0.018761431341901485
16  0.2786953788  0.06787970755777643
17  0.524259067  0.09293135771710627
18  0.9530174  0.3103085079139399
19  1.8757423819999999  0.390932565697964
20  3.4214744355999995  1.09707213751519
21  6.5867572480000005  1.3865357171285113
22  11.2069785052  4.356285985295914
23  19.921547357599998  6.363257935534217
24  29.197665222199998  7.5631813385316
25  49.099907051799995  10.627449845966135
26  51.912133870999995  3.481968463085218
27  67.654143115  2.3889016722425724
28  55.9924100738  0.7195449856974147
29  68.9789731664  0.3899059808927648
30  56.551234149799996  0.17804540387371257
Total= 424.5987232189999
Varianza= 39.89155196784057

