Numero de qubits: 20 
Layer   Time var(Time)
1  0.019736489449999995  0.0627845605424468
2  0.005414863100000001  0.0006535258133760211
3  0.0116604834  0.028351478004257153
4  0.00584441955  0.0004945808835743123
5  0.0089598915  0.0019768730908283796
6  0.014720109749999998  0.0024456968212207926
7  0.0505676016  0.0024895135360500126
8  0.15119198884999996  0.04294210139979918
9  0.54523204105  0.06083805563251775
10  1.4021548133500001  0.050066557817437414
11  3.1639667692000004  0.09153474968736447
12  2.20089397005  0.07210923550294839
13  3.1438852154  0.14313966993587332
14  2.20458214755  0.06266631744765083
15  3.0526105063499998  0.2103344043644715
16  2.19634115045  0.08731505769608465
17  3.0882201735  0.17630902305444138
18  2.19175050465  0.0723302457296412
19  3.050152361  0.223320722499929
20  2.1700026901  0.09257581924333194
21  3.079009068299999  0.17787577240978705
22  2.1976422531  0.07691658300721613
23  3.0917258804500003  0.14597681723045597
24  2.2179449051500004  0.13924434412017633
25  3.10750138985  0.21475723258567508
Total= 42.37171168669998
Varianza= 1.188587832379155

Numero de qubits: 21 
Layer   Time var(Time)
1  0.006908620750000001  0.0030228535157818
2  0.00701780495  0.004004833365502433
3  0.006342265150000001  0.0018672002733668468
4  0.00852389065  0.007398842740882628
5  0.008941618  0.0014551370755352226
6  0.025951807350000005  0.046391071936758566
7  0.060904485399999986  0.005897495000221911
8  0.15304954885  0.006250186518124588
9  0.63531964155  0.04824416627461446
10  1.6769016098999998  0.11423448481914134
11  4.03596411845  0.24401021349520852
12  5.329070089899999  0.2963123061146869
13  5.1716437048  0.30393920913856426
14  5.280730577050002  0.21821157625207485
15  5.090916878900001  0.2799291834083825
16  5.238507265099999  0.242847753272281
17  5.075797659449999  0.2800236056904902
18  5.23263575755  0.2495445951005769
19  5.12929183455  0.2964701985705858
20  5.196972971849999  0.2121103594968957
21  5.1004649724  0.28102336239604697
22  5.240386834400001  0.22544074372621184
23  5.081201470249999  0.29447328436837067
24  5.242777620800001  0.24027870737424756
25  5.1081253978  0.27510774958430995
Total= 79.14434844579996
Varianza= 3.5941060962534563

