Gamma, E, varE, T, varT, S, varS, dimension, vardimension 
0.0 -6.000000000000001 -7.105427357601002e-15 0.35497750499999997 0.005657306892443481 7.464003637484024e-15 1.05851565570712e-27 1.05 0.047499999999999876
0.05 -6.015009398529364 7.105427357601002e-15 0.48533441499999996 0.002270460664392321 0.14006630383435992 0.03756264850544054 7.6 5.440000000000005
0.1 -6.060151523903228 0.0 0.521129725 0.0040975296749798384 0.07086907083772195 0.023828465300900603 8.8 6.759999999999991
0.15 -6.13577708952505 7.105427357601002e-15 0.7454340700000002 0.050043243653745684 0.10569992908718809 0.0360508188986832 14.8 22.559999999999974
0.2 -6.242502517414198 7.105427357601002e-15 0.91129231 0.11069709443908016 0.05157865376260775 0.010052271504791875 17.35 26.827499999999986
0.25 -6.381266459781601 -1.4210854715202004e-14 1.3928781300000002 0.14219184315004374 0.07365438531886132 0.024702529472242284 27.3 39.809999999999945
0.3 -6.553431502220877 -7.105427357601002e-15 2.0876284049999994 0.3642297081387431 0.13316717284031462 0.05313552114573332 40.05 52.54750000000013
0.35 -6.760972232005936 1.9895196601282805e-12 4.3591456 0.6271577567531637 0.13283780307579213 0.027141724996305225 70.55 34.54750000000058
0.4 -7.006865796076561 3.064499765059736e-10 37.56826672 108.86860173571995 0.09632393224899372 0.01857920069775199 464.9 7052.49000000002
0.45 -7.296938557581891 1.3018966171784996e-7 773.8179511299999 173439.10652974923 0.689037175825965 0.055014393502824 1401.0 504340.3999999999
0.5 -7.64489414933671 2.1316282072803006e-14 195.27651121000002 16736.736917223963 0.8175286644005316 0.0 101.85 683.6275000000005
0.55 -8.058672803959055 -1.4210854715202004e-14 64.87156997 1895.420016294628 0.652028430618069 -5.551115123125783e-17 87.0 0.0
0.6 -8.517974457517365 1.4210854715202004e-14 24.445936135000004 115.68035378859372 0.5082093855331173 -1.1102230246251565e-16 79.0 0.0
0.65 -9.004986080164473 -1.4210854715202004e-14 9.75421437 5.375241737682089 0.4172180774776857 5.551115123125783e-17 70.0 0.0
0.7 -9.511138988125376 2.842170943040401e-14 7.076461935 2.1315270416480487 0.3541524983509671 -2.7755575615628914e-17 63.0 0.0
0.75 -10.031559317647854 -7.105427357601002e-14 6.0653527249999994 1.7441750483715666 0.3070056273420859 0.0 56.0 0.0
0.8 -10.563049203092486 -1.4210854715202004e-14 4.621371120000001 1.0585457227874642 0.2701032128716285 2.7755575615628914e-17 51.0 0.0
0.85 -11.103356138001383 0.0 4.5321212399999995 1.032953445216613 0.2403313671629234 -2.0816681711721685e-17 45.6 0.23999999999978172
0.9 -11.65082585949508 0.0 4.17370914 0.4444131736364092 0.2157804582155784 3.469446951953614e-17 42.0 0.0
0.95 -12.20420736220207 8.526512829121202e-14 3.6452314949999995 0.41670142257197007 0.19519030898111783 -1.3877787807814457e-17 40.7 0.5099999999997635
1.0 -12.762532922730065 0.0 3.414810465 0.1915315594514162 0.1776859833590106 -6.938893903907228e-18 35.2 0.35999999999989996
1.05 -13.325040002929915 2.842170943040401e-14 2.75315644 0.1936590446321187 0.16263676085231743 0.0 32.75 0.1875
1.1 -13.891118344395784 8.526512829121202e-14 2.634734215 0.2515303601851562 0.14957448952032298 3.469446951953614e-18 32.0 0.0
1.15 -14.46027300461337 2.842170943040401e-14 2.2172109949999994 0.08800769568249933 0.138143399921191 -3.469446951953614e-18 31.0 0.0
1.2 -15.03209787350996 0.0 2.3711059700000003 0.3972748604389782 0.12806780073287916 6.938893903907228e-18 28.95 0.04750000000001364
1.25 -15.60625629355631 8.526512829121202e-14 2.0746960450000005 0.09559810548056102 0.11913050278757491 1.734723475976807e-18 25.95 0.9475000000001046
1.3 -16.182466618311572 -1.1368683772161603e-13 1.8159407049999998 0.04966293312435255 0.11115796408079279 6.938893903907228e-18 24.0 0.0
1.35 -16.760491279242668 -5.684341886080802e-14 1.6964918750000002 0.03295933520860794 0.104009797641244 3.469446951953614e-18 23.9 0.19000000000005457
1.4 -17.340128392007205 5.684341886080802e-14 1.7192894449999998 0.03145345211215389 0.09757119749027907 -1.734723475976807e-18 23.9 0.19000000000005457
1.45 -17.92120523148227 5.684341886080802e-14 1.654171105 0.08412701402540179 0.09174736668934387 -1.734723475976807e-18 23.4 0.8400000000000318
1.5 -18.503573102280505 1.1368683772161603e-13 1.6016135749999996 0.03970094300992999 0.08645935006937042 4.336808689942018e-18 23.5 0.75
1.55 -19.08710326512024 5.684341886080802e-14 1.52778651 0.021811243397585667 0.08164087125284272 0.0 22.1 0.9899999999998954
1.6 -19.671683671634767 0.0 1.3985896949999999 0.04096991718329268 0.07723590077435075 -1.734723475976807e-18 20.3 0.5099999999999909
1.65 -20.257216324885785 -5.684341886080802e-14 1.2792817250000001 0.021872092263579113 0.07319676397296519 1.734723475976807e-18 19.4 0.6400000000000432
1.7 -20.843615128967667 5.684341886080802e-14 1.21035831 0.015306537345165072 0.06948265327507482 -2.6020852139652106e-18 18.0 0.0
1.75 -21.430804124395344 -5.684341886080802e-14 1.1794910650000001 0.013906297339360885 0.06605844715988211 3.469446951953614e-18 18.05 0.04750000000001364
