Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  7.688223609155844e-16  3.3756273034915797e-15
2  2.0  0.0  0.4829878737764357  0.36504807209372986
3  4.0  0.0  0.48298787377643804  0.36504807209373147
4  4.0  0.0  0.9260177433606749  0.4042267629992477
5  8.0  0.0  0.9260177433606767  0.40422676299924554
6  8.0  0.0  1.7505844074972021  0.4678249527437325
7  14.4  3.2  1.7505844074972  0.4678249527437308
8  16.0  0.0  2.525913264096098  0.4822925374924221
9  28.8  6.4  2.5259132640961033  0.4822925374924232
10  32.0  0.0  3.261075764895645  0.4548084412153174
11  51.2  15.67673435381234  3.2610757648956463  0.45480844121531583
12  64.0  0.0  3.945466983866529  0.30890815908006947
13  102.4  31.35346870762468  3.945466983866526  0.3089081590800649
14  128.0  0.0  4.701493938157661  0.3503540853258436
15  204.8  62.70693741524936  4.701493938157659  0.3503540853258463
16  256.0  0.0  5.398961059920156  0.27848227949259147
17  406.6  123.00991829929812  5.39896105992283  0.2784822794965872
18  460.8  102.40000000000002  6.05589351213782  0.16595606736198504
19  512.0  0.0  6.055893512139075  0.16595606736059493
20  512.0  0.0  6.59898017113405  0.2955948533024654
21  512.0  0.0  6.598980171134047  0.29559485330246565
22  512.0  0.0  7.174904595230887  0.28457186329744066
23  512.0  0.0  7.174904595230887  0.28457186329744105
24  512.0  0.0  7.566785862022004  0.24080042034168647
25  512.0  0.0  7.566785862022003  0.24080042034168567
26  512.0  0.0  7.887960885828167  0.2385348610054844
27  512.0  0.0  7.887960885828167  0.23853486100548293
28  512.0  0.0  8.271482966009415  0.21520740015152695
29  512.0  0.0  8.271482966009415  0.2152074001515262
30  512.0  0.0  8.577401655214647  0.1474244641215227
