Gamma, E, varE, T, varT, S, varS, dimension, vardimension 
0.0 -4.750000000000002 0.0 0.40264431500000003 0.0031825837409271973 8.403913666894547e-6 1.3418893108104536e-9 1.15 0.12750000000000017
0.05 -4.76188244050253 -1.4210854715202004e-14 0.5997381500000001 0.0050541903722694514 0.14323927788562454 0.04638979037604928 8.75 5.787499999999994
0.1 -4.797619956426729 3.552713678800501e-15 0.651613735 0.0101982028738683 0.27664654608123185 0.0779915387752461 11.4 6.340000000000003
0.15 -4.857490195873846 7.105427357601002e-15 1.03449087 0.05660379107034119 0.08331292464046455 0.03756534122004556 15.6 16.340000000000003
0.2 -4.941981159706726 -7.105427357601002e-15 1.21658126 0.03573857645837708 0.1762398552154752 0.05921365103793445 21.85 19.82749999999993
0.25 -5.051835943446966 -3.552713678800501e-15 1.6282169100000001 0.1504340789537042 0.12934732867283336 0.043148417025942756 29.35 37.82749999999987
0.3 -5.188133222051694 4.405364961712621e-13 2.203245945 0.2855913868652742 0.13788376017801154 0.04902552980067651 42.25 18.78749999999991
0.35 -5.352445064249013 1.2523670989139646e-10 5.966124065 1.6107451280726508 0.2348782082482511 0.061000538491109306 132.95 367.14750000000276
0.4 -5.547352613197921 8.423544528568527e-9 30.405592859999995 59.20476209093101 0.639660549898365 0.04636026670711901 335.2 9897.660000000003
0.45 -5.77813630012875 7.105427357601002e-15 26.869959069999993 116.35476545593633 0.7891464099211142 8.685419050635801e-11 154.05 4021.047499999997
0.5 -6.054782792720475 7.105427357601002e-15 12.146961975000002 18.50236461713621 0.7780718938114942 -1.1102230246251565e-16 71.6 5.740000000000691
0.55 -6.381330946795947 7.105427357601002e-15 6.7442872949999995 5.921418259858292 0.641387650788395 -5.551115123125783e-17 69.0 0.0
0.6 -6.743924376043962 0.0 4.250628409999999 1.4745868242557556 0.5085282879471238 1.1102230246251565e-16 64.0 0.0
0.65 -7.129107338527893 2.1316282072803006e-14 3.7995574499999996 0.6512875751385074 0.4179303193216545 2.7755575615628914e-17 59.0 0.0
0.7 -7.529700573877056 1.4210854715202004e-14 3.0270466799999998 0.25175963857077477 0.3544676711130773 0.0 53.0 0.0
0.75 -7.94166668872097 0.0 2.716100215 0.206222133563287 0.30712288325191717 1.3877787807814457e-17 50.0 0.0
0.8 -8.36241916654923 0.0 2.5239693450000003 0.1895469082209722 0.2701456227503381 -1.3877787807814457e-17 46.0 0.0
0.85 -8.790158782916725 -5.684341886080802e-14 2.09383887 0.10678099662247753 0.24034692456935125 1.3877787807814457e-17 43.0 0.0
0.9 -9.22357115507105 0.0 2.0403707900000003 0.1438585445797953 0.21578633518103438 -1.3877787807814457e-17 41.0 0.0
0.95 -9.661664427446619 1.4210854715202004e-14 1.7101789549999995 0.09399213244528193 0.1951926075745886 -6.938893903907228e-18 39.0 0.0
1.0 -10.1036720051667 -2.842170943040401e-14 1.63567463 0.06158814983312144 0.17768691537397885 -6.938893903907228e-18 36.0 0.0
1.05 -10.548990048041649 1.4210854715202004e-14 1.5290549949999999 0.07180108761628956 0.16263715240229412 6.938893903907228e-18 32.0 0.0
1.1 -10.997135376075413 0.0 1.3531059749999998 0.0481328054613861 0.14957465971433576 -6.938893903907228e-18 31.0 0.0
1.15 -11.447716137795826 -2.842170943040401e-14 1.311284075 0.07389073434104954 0.1381434763274508 6.938893903907228e-18 30.0 0.0
1.2 -11.900410820824614 2.842170943040401e-14 1.18405194 0.022474991594535698 0.1280678360947622 -6.938893903907228e-18 29.0 0.0
1.25 -12.35495290114456 -5.684341886080802e-14 1.1498881600000002 0.034342386246682066 0.11913051962877899 -5.204170427930421e-18 26.0 0.0
1.3 -12.811119407197697 2.842170943040401e-14 1.16197551 0.0694251620142381 0.11115797231959446 1.734723475976807e-18 25.0 0.0
1.35 -13.26872226326184 -5.684341886080802e-14 0.9793229350000001 0.02972295168423189 0.10400980178076887 -8.673617379884035e-18 24.65 0.2275000000000773
1.4 -13.727601643948393 5.684341886080802e-14 1.1317801000000003 0.04893061853485703 0.09757119961676636 5.204170427930421e-18 24.0 0.0
1.45 -14.187620808404622 -5.684341886080802e-14 1.003515035 0.032975515287863244 0.0917473678209593 1.734723475976807e-18 24.0 0.0
1.5 -14.648662039386107 2.842170943040401e-14 0.8538430800000001 0.004229822621706569 0.08645935067579924 2.6020852139652106e-18 24.0 0.0
1.55 -15.110623418265202 1.1368683772161603e-13 1.069162585 0.045018046941098344 0.08164087159078713 4.336808689942018e-18 23.0 0.0
1.6 -15.573416240069871 1.1368683772161603e-13 0.93398501 0.03406637324762063 0.07723590097124781 -8.673617379884035e-19 22.0 0.0
1.65 -16.036962923882772 5.684341886080802e-14 0.94781382 0.014068175073780664 0.0731967640859032 1.734723475976807e-18 21.0 0.0
1.7 -16.50119531044149 -5.684341886080802e-14 0.8712354249999998 0.029547049054875263 0.06948265334259904 0.0 19.0 0.0
1.75 -16.966053265151572 0.0 0.863623975 0.02398918994879584 0.06605844720007727 -8.673617379884035e-19 19.0 0.0
1.8 -17.431483524030398 -1.1368683772161603e-13 0.77247991 0.014055390344342777 0.06289376421226602 0.0 19.0 0.0
1.85 -17.897438734385425 1.1368683772161603e-13 0.80347913 0.02585265072166687 0.059962199244028805 1.3010426069826053e-18 18.9 0.09000000000008868
1.9 -18.363876652723036 1.1368683772161603e-13 0.93368337 0.032158813904546 0.05724070215368894 -2.6020852139652106e-18 18.75 0.1875
1.95 -18.830759470463857 -1.7053025658242404e-13 0.7636998650000001 0.022503541206252087 0.05470906886578149 -8.673617379884035e-19 18.75 0.1875
2.0 -19.29805324420268 -5.684341886080802e-14 0.8162445199999997 0.04629066260356818 0.05234952182132293 8.673617379884035e-19 18.65 0.2275000000000773
