Numero de qubits: 15 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200407  2.542022845965011e-15
2  4.0  0.0  0.9064569982200463  6.977378534135588e-15
3  8.0  0.0  2.7296058468806046  0.0032421043843032567
4  16.0  0.0  2.7296058468806077  0.0032421043843038778
5  32.0  0.0  4.575050157923412  0.0061105779620824275
6  64.0  0.0  4.575050157923415  0.006110577962082053
7  128.0  0.0  6.434879785919425  0.004912565010606801
8  128.0  0.0  6.434879785919425  0.0049125650106062076
9  128.0  0.0  6.569991503542161  0.016571227622409316
10  128.0  0.0  6.569991503542164  0.0165712276224089
11  128.0  0.0  6.457416996039162  0.010051032242599948
12  128.0  0.0  6.4574169960391625  0.010051032242598403
13  128.0  0.0  6.426972541576786  0.0048391668483680345
14  128.0  0.0  6.426972541576791  0.004839166848368211
15  128.0  0.0  6.417873110443909  0.005262499201178999
Numero de qubits: 16 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.0955718643047063e-14  2.784586665136127e-15
2  4.0  0.0  1.8155785579580688  0.002863423001506411
3  8.0  0.0  1.8155785579580725  0.0028634230015066493
4  16.0  0.0  3.6514857855872442  0.004048157840407283
5  32.0  0.0  3.6514857855872487  0.004048157840407275
6  64.0  0.0  5.502627344926849  0.006513155333170087
7  128.0  0.0  5.502627344926852  0.006513155333171758
8  256.0  0.0  7.3680607661828414  0.006792912650816315
9  256.0  0.0  7.368060766182846  0.006792912650815563
10  256.0  0.0  7.127397778707729  0.018428186621249548
11  256.0  0.0  7.127397778707729  0.01842818662124927
12  256.0  0.0  7.032719038737611  0.0063073988858530034
13  256.0  0.0  7.032719038737615  0.006307398885852812
14  256.0  0.0  7.009180602379345  0.004069594608141632
15  256.0  0.0  7.00918060237935  0.004069594608141628
Numero de qubits: 17 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.121199276335226e-14  2.5587337866783806e-15
2  4.0  0.0  1.8157971718524106  0.0035277250754391855
3  8.0  0.0  1.815797171852417  0.0035277250754394947
4  16.0  0.0  3.650612572963341  0.003236664562901015
5  32.0  0.0  3.6506125729633454  0.003236664562901142
6  64.0  0.0  5.503406780480922  0.00431566924141769
7  128.0  0.0  5.503406780480924  0.004315669241418134
8  256.0  0.0  7.370571073805808  0.006446104472336726
9  256.0  0.0  7.37057107380581  0.006446104472337191
10  256.0  0.0  7.554011059431342  0.01774374296972314
11  256.0  0.0  7.554011059431348  0.017743742969722028
12  256.0  0.0  7.454494171821585  0.004747856524259726
13  256.0  0.0  7.454494171821589  0.004747856524258826
14  256.0  0.0  7.427347181980421  0.00203660950575407
15  256.0  0.0  7.427347181980423  0.0020366095057527517
Numero de qubits: 18 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200453  3.101479108915408e-15
2  4.0  0.0  0.9064569982200469  7.0638894203646776e-15
3  8.0  0.0  2.731279767866521  0.004293793207105882
4  16.0  0.0  2.731279767866525  0.004293793207107217
5  32.0  0.0  4.575897282211772  0.005219154239483154
6  64.0  0.0  4.575897282211777  0.005219154239482909
7  128.0  0.0  6.435650096133559  0.004855322600704351
8  256.0  0.0  6.435650096133564  0.004855322600704744
9  512.0  0.0  8.307430070695334  0.005170393390234194
10  512.0  0.0  8.307430070695338  0.005170393390233313
11  511.95  0.21794494717703372  8.10266592050713  0.01564500053113953
12  511.95  0.21794494717703372  8.102665920507135  0.01564500053113941
13  511.95  0.21794494717703375  8.024111952750479  0.010795864663884255
14  511.95  0.21794494717703375  8.024111952750484  0.010795864663882796
15  512.0  0.0  8.008905232242908  0.003327325845080593
Numero de qubits: 19 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200448  3.4374806971960833e-15
2  4.0  0.0  0.9064569982200481  7.688244345048974e-15
3  8.0  0.0  2.728899814800853  0.004958986347627346
4  16.0  0.0  2.728899814800855  0.004958986347627373
5  32.0  0.0  4.57341432703025  0.006553914707694306
6  64.0  0.0  4.573414327030251  0.006553914707693355
7  128.0  0.0  6.432889213797796  0.006118857470459982
8  256.0  0.0  6.4328892137978  0.006118857470459186
9  512.0  0.0  8.30504281821852  0.008295378469117433
10  512.0  0.0  8.305042818218528  0.008295378469117308
11  512.0  0.0  8.531190203545554  0.022061242443153713
12  512.0  0.0  8.53119020354556  0.022061242443154595
13  512.0  0.0  8.453404935181025  0.005420753397408209
14  512.0  0.0  8.453404935181029  0.005420753397408896
15  512.0  0.0  8.425916345530082  0.0023665727716793783
Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.3646596906251621e-14  3.607803546176315e-15
2  4.0  0.0  1.8147412746666842  0.0022230130643997284
3  8.0  0.0  1.8147412746666884  0.0022230130644000858
4  16.0  0.0  3.64938269099614  0.003804465356784693
5  32.0  0.0  3.649382690996144  0.0038044653567831815
6  64.0  0.0  5.502931100363489  0.0056062551767784964
7  128.0  0.0  5.502931100363493  0.00560625517677878
8  256.0  0.0  7.368680657961455  0.0056877291323446134
9  512.0  0.0  7.368680657961458  0.005687729132344358
10  1024.0  0.0  9.246394304285145  0.005699050811837904
11  1024.0  0.0  9.246394304285149  0.005699050811839193
12  1023.9  0.30000000000000004  9.088489793859264  0.01943945054341095
13  1023.9  0.30000000000000004  9.088489793859269  0.019439450543411563
14  1023.8  0.4  9.023365500694581  0.007941232059117797
15  1023.8  0.4  9.023365500694585  0.007941232059118156
