Numero de qubits: 20 
Layer   Time var(Time)
1  0.0046094872  0.0005341952029782372
2  0.0102192122  0.010358558048660293
3  0.0043355796  0.0004912006649248756
4  0.0059644474000000005  0.003341116902565524
5  0.0044203738  0.0005926557134662247
6  0.0297070786  0.05085456482858294
7  0.005178439  0.0007993139040967573
8  0.007552660399999999  0.002768852247690266
9  0.0075924432  0.0006344093529551402
10  0.0091525666  0.0011258166281695437
11  0.0189084508  0.012322898218217311
12  0.020583713599999998  0.003381759057500969
13  0.0396265476  0.0017647226396160505
14  0.059496385400000004  0.0083397826248433
15  0.10706014820000001  0.004756570837591103
16  0.22395066020000004  0.05202736327458109
17  0.37464866480000003  0.050557045924637244
18  0.5202622501999999  0.09336932718218648
19  0.874955385  0.11253660425020794
20  1.1916586668  0.08786568655185807
21  1.8339675413999998  0.10457848719719513
22  1.5784246878  0.026363260796940808
23  2.0514816046  0.048972626741084144
24  1.6574510666000002  0.04355806258137435
25  2.1448680091999996  0.1497867940735257
26  1.6515064950000002  0.028512075269030736
27  2.1504310292  0.16513127779397402
28  1.6720244365999999  0.03275068886874381
29  2.2580952982  0.24008519276552384
30  1.7026633082  0.05090236213222671
Total= 22.220796637400007
Varianza= 0.7733737455769525

