Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.2813706015259733e-14  2.7779452670523808e-15
2  4.0  0.0  1.8145601356043488  0.002389848764990726
3  8.0  0.0  1.8145601356043506  0.002389848764991953
4  16.0  0.0  3.651597017961403  0.005158277267390888
5  32.0  0.0  3.6515970179614086  0.005158277267392252
6  64.0  0.0  5.504322861840955  0.0051650028810928
7  128.0  0.0  5.50432286184096  0.005165002881092764
8  256.0  0.0  7.372649980364008  0.0048428978386147875
9  512.0  0.0  7.372649980364014  0.004842897838614375
10  1024.0  0.0  9.251141690981278  0.0063404391234213086
11  1024.0  0.0  9.25114169098128  0.006340439123420656
12  1023.9  0.3  9.090418771952045  0.022731450231808534
13  1023.9  0.3  9.090418771952049  0.022731450231807962
14  1023.85  0.3570714214271425  9.027499124821793  0.005226388179110432
15  1023.85  0.3570714214271425  9.027499124821798  0.005226388179108955
16  1023.9  0.2999999999999999  9.008058482039221  0.0019004044522142611
17  1023.9  0.2999999999999999  9.008058482039225  0.0019004044522140295
18  1023.8  0.4  9.002614787368717  0.0008885378929258936
19  1023.8  0.4  9.00261478736872  0.0008885378929268413
20  1023.95  0.2179449471770337  9.000689084055377  0.0010366967937074556
21  1023.95  0.2179449471770337  9.000689084055379  0.001036696793708606
22  1023.9  0.3  9.000304284269149  0.0009320767497837218
Numero de qubits: 21 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.2301157774649341e-14  3.435889600480752e-15
2  4.0  0.0  1.8143978708695427  0.002123831095508163
3  8.0  0.0  1.8143978708695474  0.0021238310955109803
4  16.0  0.0  3.6500759587281637  0.005537275177724279
5  32.0  0.0  3.6500759587281677  0.005537275177724399
6  64.0  0.0  5.503847710453524  0.007273392065995282
7  128.0  0.0  5.503847710453527  0.007273392065995456
8  256.0  0.0  7.368075167112702  0.006932410899457239
9  512.0  0.0  7.368075167112704  0.0069324108994577105
10  1024.0  0.0  9.245765560394833  0.007851121080474945
11  1024.0  0.0  9.245765560394835  0.007851121080474465
12  1024.0  0.0  9.5057303323555  0.024497682789562946
13  1024.0  0.0  9.505730332355503  0.02449768278956382
14  1024.0  0.0  9.44379596153621  0.008078704256250348
15  1024.0  0.0  9.443795961536214  0.008078704256249241
16  1024.0  0.0  9.42478757729891  0.001956257377299508
17  1024.0  0.0  9.424787577298913  0.0019562573772992833
18  1024.0  0.0  9.41822903708537  0.0004758940697877257
19  1024.0  0.0  9.418229037085373  0.0004758940697878399
20  1024.0  0.0  9.415790762663756  0.0006305327959233304
21  1024.0  0.0  9.415790762663761  0.0006305327959225999
22  1024.0  0.0  9.415322445658822  0.0008344647309160047
