Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.2877774545336027e-14  2.8573415179617078e-15
2  4.0  0.0  1.8136680683517934  0.0012692314091063096
3  8.0  0.0  1.8136680683517965  0.0012692314091058887
4  16.0  0.0  3.649630903706607  0.004355847547964504
5  32.0  0.0  3.649630903706611  0.004355847547963112
6  64.0  0.0  5.503677326295061  0.0052758698451311
7  128.0  0.0  5.503677326295068  0.005275869845131208
8  256.0  0.0  7.370250280400638  0.004915602968287957
9  512.0  0.0  7.37025028040064  0.004915602968287923
10  1024.0  0.0  9.248087250868933  0.00474518203150019
11  1024.0  0.0  9.248087250868936  0.0047451820315006716
12  1023.75  0.4330127018922193  9.092776884384001  0.021128848949017606
13  1023.75  0.4330127018922193  9.092776884384008  0.021128848949015986
14  1023.9  0.3  9.027147903744932  0.0041977540456009915
15  1023.9  0.3  9.027147903744936  0.004197754045601553
16  1023.75  0.4330127018922193  9.008323528996305  0.0015991562593661455
17  1023.75  0.4330127018922193  9.008323528996309  0.001599156259367195
18  1023.95  0.21794494717703367  9.002365997714662  0.0010231075183004625
19  1023.95  0.21794494717703367  9.002365997714666  0.0010231075182994605
20  1023.75  0.4330127018922193  9.000594809042209  0.0009216277556013996
21  1023.75  0.4330127018922193  9.000594809042212  0.0009216277556021654
Numero de qubits: 21 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.4447453532205356e-14  2.7517787944323212e-15
2  4.0  0.0  1.8145047434882002  0.002215539811838303
3  8.0  0.0  1.814504743488205  0.0022155398118364616
4  16.0  0.0  3.6526393551619902  0.005344432132511919
5  32.0  0.0  3.6526393551619947  0.005344432132511606
6  64.0  0.0  5.505212789582557  0.006085167029476583
7  128.0  0.0  5.505212789582561  0.006085167029476538
8  256.0  0.0  7.370464214769153  0.006157577443705579
9  512.0  0.0  7.3704642147691555  0.00615757744370437
10  1024.0  0.0  9.249800589035532  0.0048598721964247865
11  1024.0  0.0  9.249800589035535  0.004859872196423944
12  1024.0  0.0  9.512005352313892  0.013394482384942506
13  1024.0  0.0  9.512005352313897  0.013394482384941675
14  1024.0  0.0  9.4469962887596  0.006872808032720379
15  1024.0  0.0  9.446996288759607  0.006872808032720815
16  1024.0  0.0  9.424655420613737  0.001742232833335296
17  1024.0  0.0  9.424655420613743  0.0017422328333354655
18  1024.0  0.0  9.418002461376897  0.0006725189584516052
19  1024.0  0.0  9.418002461376902  0.0006725189584502693
20  1024.0  0.0  9.41592763596473  0.0005357157923756932
21  1024.0  0.0  9.415927635964735  0.0005357157923754907
