Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  -1.025096481220771e-15  2.6134934805300127e-15
2  2.0  0.0  0.5676072986413969  0.2930998880800672
3  4.0  0.0  0.5676072986413977  0.29309988808006326
4  4.0  0.0  1.2069960139467195  0.3003271007061228
5  8.0  0.0  1.2069960139467188  0.3003271007061266
6  8.0  0.0  1.7712063276680179  0.35611887622034644
7  16.0  0.0  1.7712063276680183  0.35611887622034744
8  16.0  0.0  2.550300690314874  0.28698124413088844
9  32.0  0.0  2.550300690314874  0.28698124413088644
10  32.0  0.0  3.1685867988180765  0.19361316949588525
11  51.2  15.67673435381234  3.168586798818075  0.19361316949588647
12  64.0  0.0  3.7672471159767182  0.18766966513381902
13  102.4  31.35346870762468  3.767247115981905  0.187669665131518
14  128.0  0.0  4.441631285290429  0.25102532512204095
15  202.0  60.63662259723904  4.44163128529045  0.2510253251220095
16  256.0  0.0  5.095814071492869  0.24493658536931817
17  381.6  104.98495130255574  5.095814071493085  0.24493658536937188
18  511.4  1.2  5.750635075174623  0.3395815972485797
19  512.0  0.0  5.750635075178716  0.33958159724939424
20  952.8  25.134836382996408  6.380284212552566  0.24139232237719085
21  952.8  25.134836382996408  6.3802842125525645  0.24139232237719369
22  1018.4  2.3323807579381204  7.007767889044326  0.2969832998933566
23  1018.4  2.3323807579381204  7.007767889044326  0.29698329989335415
24  1022.8  0.7483314773547883  7.52041551416592  0.1894042557880274
25  1022.8  0.7483314773547883  7.520415514165923  0.18940425578802672
26  1023.2  0.4  7.899464747844554  0.1890154050060308
27  1023.2  0.4  7.8994647478445525  0.1890154050060313
28  1023.4  0.48989794855663565  8.245936209819376  0.11727476082367488
29  1023.4  0.48989794855663565  8.24593620981938  0.11727476082367266
30  1023.6  0.48989794855663565  8.53082093681312  0.0874067789453727
