Numero de qubits: 20 
Layer   Time var(Time)
1  0.2507982782  0.4910401138762378
2  0.0043435698000000005  0.0002663989653961891
3  0.004901561399999999  0.00025933654886775993
4  0.011073423199999998  0.010235545180194348
5  0.0085868272  0.0007947899881685476
6  0.03889007640000001  0.04989805767037573
7  0.0794273832  0.056094509888356216
8  0.1248476202  0.011139148857513687
9  0.5119951856  0.018247300846262377
10  1.2524559335999998  0.01707005806100011
11  2.6879879273999996  0.0558128046823433
12  1.86873325  0.0759700408339272
13  2.6577892574  0.07101314349357453
14  1.9395103358  0.024351980234942533
15  2.6521506654  0.0797248043960424
16  1.9073604891999998  0.027314384295551507
17  2.6061953966  0.21749607039989954
18  1.9168056294  0.03572962850729773
19  2.6857424614  0.06745922358247043
20  1.9141602591999998  0.012238774643623168
Total= 25.123755530600004
Varianza= 0.7997324651337416

