Número de qubits: 40
Layer	Time	var(Time)
1  0.0110835321  0.0010424037217812122
2  0.0472599469  0.01208378837259465
3  0.0007501582  2.323352364844442e-9
4  0.0007209108  2.5301541446222214e-9
5  0.0007157670000000001  1.6156016000000026e-10
6  0.0007710308  1.1820281112888898e-9
7  0.0007226501000000001  8.055175498888897e-11
8  0.0008802342  2.300900399555555e-10
9  0.0007825229  1.9325547116555553e-9
10  0.0014283807  4.813325576233335e-9
11  0.0019787392000000003  1.2111385233181063e-5
12  0.0037636938  4.420953156798178e-6
13  0.0010312703999999998  3.034338653377776e-9
14  0.019559425099999996  0.0004930050795514265
15  0.0018415611000000003  3.4267502186100014e-8
16  0.07857204790000001  8.1497500737933e-5
17  0.008337494700000002  3.73863099305229e-5
18  0.4637425757000001  0.009210340672808322
19  0.024906564  0.0005836920040483144
20  5.648597205  2.333707304834099
21  0.0559754312  0.00023909004107256686
22  65.4420691087  36.66091502814331
23  0.30411206869999996  0.0004558555030684937
24  599.2366466712  4505.640769119827
Total= 671.3562489904
Varianza= 189.36081812895432
