Número de qubits: 40
Layer	Time	var(Time)
1  0.0007990701999999999  1.3816736768399994e-8
2  0.0935423698  0.020867118413263195
3  0.014660954900000004  0.0019337454329410046
4  0.0014194455  1.8608823678055547e-8
5  0.000747637  7.56744440444444e-9
6  0.0017147445  1.2712603524722215e-8
7  0.0007843495000000001  8.173214398055557e-9
8  0.0025447769  4.812748183765554e-8
9  0.0009063343  7.37808452378889e-9
10  0.006450491  7.218475152433779e-6
11  0.0011545398999999999  3.5300946830988895e-8
12  0.017185181799999998  1.9874524455161766e-6
13  0.0021736574  3.7038112910436e-6
14  0.1213807303  7.4762746006180106e-6
15  0.0046132891  2.3455253521098774e-6
16  0.47394415600000006  0.005493044209642601
17  0.0115999241  6.348072628710322e-6
18  1.7494251988999998  0.005010663831568505
19  0.0803392445  0.0049642250757423985
20  6.9233120117999984  0.004355374858957888
Total= 9.508698107399999
Varianza= 0.0021326701559460995
