Número de qubits: 80
Layer	Time	var(Time)
1  0.010779457199999998  0.00078723651512669
2  0.070630104  0.018373387903492116
3  0.0025458190000000004  4.704888961763777e-6
4  0.0019144098999999998  6.882253309165552e-8
5  0.0029327559  1.239316411634521e-5
6  0.0020721357999999995  1.0774819577462222e-7
7  0.0026939294000000004  6.488450239823601e-6
8  0.0033616113999999997  7.229640752798711e-6
9  0.0020742238999999995  1.2198455821876662e-7
10  0.005058737400000001  1.3302814283019819e-5
11  0.0022274036999999996  1.575785642073445e-7
12  0.0238479861  0.0005515969506786139
13  0.0034563822999999993  1.1308584482128455e-5
14  0.1540151535  0.0007182500582298897
15  0.006847897699999999  3.323778823208267e-5
16  0.6011312724  0.001689638003056894
17  0.0177599054  6.8012438202413785e-6
18  3.8060913344  0.06877528730733211
19  0.11007820189999999  0.0002351372995289486
20  23.547368329900003  0.4977716508456035
Total= 28.376887051200004
Varianza= 0.029449905379589414
