Número de qubits: 40
Layer	Time	var(Time)
1  0.0031718142000000003  5.672532624770974e-5
2  0.0677760535  0.019704679818570228
3  0.0007223494  9.972688562266663e-9
4  0.0013687706  1.8566206326933332e-8
5  0.0007194929999999999  9.599032912222225e-9
6  0.0018014279  3.0360604803632227e-7
7  0.0007345081999999999  7.85658896328889e-9
8  0.0034929754  1.0502615411435154e-5
9  0.0008437502  1.4519008402400005e-8
10  0.005899497599999999  3.2928776920704886e-6
11  0.0010398731  1.8766798713877774e-8
12  0.0168458016  1.5254861829002665e-6
13  0.0015410836000000002  3.723163246848889e-8
14  0.13179074749999997  5.2147500007364675e-6
15  0.0045672014  2.0650111971669337e-6
16  0.4888588658  0.0027227388366738944
17  0.0126878668  2.6550824315861783e-6
18  2.1427298009  0.0055489601703551696
19  0.18975674069999998  0.00015054678559588353
20  10.1948559675  0.005976526311558396
Total= 13.271204588900002
Varianza= 0.001709292659496078
