Número de qubits: 40
Layer	Time	var(Time)
1  0.009769022399999999  0.0008090487592451399
2  0.0733559531  0.01965542899703213
3  0.0006796609  1.101205134498889e-8
4  0.000735526  7.285398437777778e-9
5  0.0006364054000000001  7.174131529155558e-9
6  0.0015146226  4.5206408961611545e-6
7  0.0006521715000000001  3.638119546055557e-9
8  0.0009740759999999999  7.266871063555557e-9
9  0.008061051699999999  0.0005422130926922251
10  0.0019340096000000004  3.8920566537377814e-8
11  0.0008395164  9.2252508636e-9
12  0.0073062536000000015  1.0628889901641601e-5
13  0.0010816335  2.3064549761611107e-8
14  0.08241566210000001  0.0007170769924714948
15  0.0028475391999999997  4.162682935492844e-6
16  0.25150255239999997  0.00020559213541568734
17  0.007206387999999999  9.33465592639978e-6
18  1.5003234335999998  0.016149257013249527
19  0.027998855700000002  0.0003681776815413222
20  8.915394645000003  0.025766752535601754
21  0.13081998179999998  0.0002815383170304292
22  55.5037860014  0.16016531376832505
Total= 66.52983496190001
Varianza= 0.010213143352236524
