Número de qubits: 80
Layer	Time	var(Time)
1  0.0036102951  2.0608127515973437e-5
2  0.042722399700000004  0.012283609679239037
3  0.0020520593  2.1717623667467778e-7
4  0.0019823650999999994  1.4192268722765556e-7
5  0.0021027681  2.3122135033587781e-7
6  0.0029370629999999993  6.925263239402668e-6
7  0.0021237085  1.1641576967583333e-7
8  0.0046802701  1.767843185413721e-5
9  0.0031635776999999997  7.840804916188455e-6
10  0.006105378  2.2395279919562442e-5
11  0.0024048767  2.276692842233444e-7
12  0.0116581147  0.00010897048643550804
13  0.0089863849  0.0003071236598967466
14  0.0454112376  0.0005077146659583369
15  0.008110184500000001  3.169897588146961e-5
16  0.25203978260000004  0.0016186429878299372
17  0.021907050500000004  0.00016007127218397495
18  2.1507703309999995  0.055925638299624714
19  0.0909521133  0.0006196819201188348
20  22.615134520700003  1.6174911321926242
Total= 25.278854481100005
Varianza= 0.0844565333226283
