Número de qubits: 80
Layer	Time	var(Time)
1  0.018801742000000003  0.0026338205384139153
2  0.0667146317  0.018050330379197736
3  0.0020695893  1.8951640903067783e-7
4  0.0047620257  1.5992686765075125e-5
5  0.0022971719  2.1818980147765553e-7
6  0.0040467498999999995  2.5412669591898897e-7
7  0.0024600098000000003  2.279132606248445e-7
8  0.0073978772  5.837640910023066e-6
9  0.0025176796000000003  2.0518704502915554e-7
10  0.0120100997  8.709847529766779e-7
11  0.0029069009  1.9218296611632216e-7
12  0.0401005022  3.095929788302151e-5
13  0.008970154300000002  8.013971967572468e-5
14  0.2867174781  6.51807317115285e-5
15  0.04023635379999999  0.0033508922578284785
16  1.0662435171999998  0.004981180367078691
17  0.0555154003  0.002990079181065863
18  4.5396306605  0.0011110039923286612
19  0.18486386900000001  0.005752251297417337
20  20.3805141698  0.019461300343603792
Total= 26.7287765829
Varianza= 0.002926556326740551
