Número de qubits: 80
Layer	Time	var(Time)
1  0.0042610661  2.627417438862921e-5
2  0.066446178  0.016564549814803632
3  0.0024830947999999998  3.603555274789289e-6
4  0.0073748367  0.0002160680234729947
5  0.0024916747  3.7281420987766788e-6
6  0.0021433895  6.84410168513889e-8
7  0.0021015047000000004  1.520115597366778e-7
8  0.0033081793999999998  5.526075628241155e-6
9  0.0021769317  1.5985765659578892e-7
10  0.005609512299999999  2.2586063177162232e-5
11  0.0040430729  2.8266875976587216e-5
12  0.0243620645  0.0004103214582709321
13  0.0042711721  1.3728987010596322e-5
14  0.1843094664  0.0010289891799028122
15  0.005207398  7.215125212019333e-6
16  0.7200650332  0.0016363100320825265
17  0.023532498699999998  6.153268009943912e-5
18  4.6119249054  0.02848013698947121
19  0.10358300679999999  0.001659251542528964
20  29.031395395000004  0.41503834935287043
Total= 34.811090380900005
Varianza= 0.02326034091912515
