Número de qubits: 40
Layer	Time	var(Time)
1  0.009744029400000001  0.0007904847691659291
2  0.0441784713  0.008615558797643192
3  0.0008409397999999998  1.5735156718622218e-8
4  0.0014649204000000001  2.143374997115555e-8
5  0.0007726547999999998  1.6479353553066667e-8
6  0.0016650885999999997  2.965539520982221e-8
7  0.0007438486999999998  1.2606450947788893e-8
8  0.0025324633  9.182302730734444e-8
9  0.0008684570000000001  1.3562264226666671e-8
10  0.005501573200000001  1.5703565924328892e-7
11  0.0010422251  1.4505122017211106e-8
12  0.0173329134  1.107082417534005e-5
13  0.0015149717  4.347318571801111e-8
14  0.12021364300000001  8.255040214841484e-5
15  0.0067096604  4.1451658550402655e-6
16  0.439430293  0.001733889259840404
17  0.0105254242  9.366931830106217e-7
18  1.7586017056999996  0.0026612503946626177
19  0.035172046799999995  2.2314763916312883e-6
20  7.8165588024999995  0.0029767419011410925
21  0.1404393802  0.0025016329849740526
22  41.4026806131  0.06803280444909424
Total= 51.8185341256
Varianza= 0.003973350610347267
