Número de qubits: 80
Layer	Time	var(Time)
1  0.0020448193  1.9484140028601104e-7
2  0.03176140909999999  0.008652869188238302
3  0.0019979919  1.6251426129498887e-7
4  0.0021802382999999994  5.9087756156899984e-8
5  0.0024046396000000003  1.4401362621651556e-6
6  0.0024295874999999993  9.47010993836111e-8
7  0.0020800642  1.3619687366084447e-7
8  0.0038666115  8.116318453379167e-6
9  0.0023608343999999997  7.084210125359999e-8
10  0.021290559100000002  0.000802927244662064
11  0.004208265899999999  1.7704865102800765e-5
12  0.014576149300000002  1.4584712958078234e-5
13  0.0023619151999999997  3.999356820728888e-8
14  0.1712945895  0.000676007453636478
15  0.0058194618  4.828450345268622e-6
16  0.6526779064999999  0.0008730743737132102
17  0.0183144003  6.772687577671569e-6
18  3.9297747563  0.02129684627937064
19  0.0664967577  0.0011748162624987306
20  24.236090928200003  0.18349304419056156
Total= 29.1740318856
Varianza= 0.01085118951702203
