Número de qubits: 80
Layer	Time	var(Time)
1  0.004521131099999999  6.669704987944925e-5
2  0.09636258419999999  0.0219199069151049
3  0.0019526063  2.0642058215356671e-7
4  0.0022976228000000003  1.0581310043951114e-7
5  0.0019638363999999998  2.0240253627471105e-7
6  0.0038447726999999996  1.7305796111622007e-5
7  0.0020885695  1.515210810958333e-7
8  0.0034499765  1.8464725143361108e-7
9  0.0023607776  1.750020027611556e-7
10  0.0103044037  3.547738903910512e-5
11  0.0024534016000000002  1.6998593003804447e-7
12  0.018040531000000002  3.2981096878400655e-5
13  0.0051828247  2.521251545635179e-5
14  0.1541648017  4.9214837682299394e-5
15  0.0061173065  4.716838959791166e-6
16  0.609860262  0.004927982051767431
17  0.016202409600000002  2.1418726033238216e-6
18  3.4140174432  0.03192359880723796
19  0.1248311575  0.006000150469251814
20  19.849317561  0.7134926099788341
Total= 24.3293339796
Varianza= 0.038924959570564535
