Número de qubits: 40
Layer	Time	var(Time)
1  0.0032038459999999998  3.302445135583645e-5
2  0.09594532610000002  0.023754568272272927
3  0.0005230116  1.2396471568266669e-8
4  0.0005955547999999999  9.631276445288887e-9
5  0.0004824551  6.477332650544446e-9
6  0.0006328155000000001  5.401311437166664e-9
7  0.0005148595  9.145318873166669e-9
8  0.0007573966  3.8497335678222225e-9
9  0.0005020521  6.4001110627666684e-9
10  0.0025004024999999994  1.2832133128723831e-5
11  0.000655781  1.1115175641333337e-8
12  0.011315508999999998  0.0002783721511123462
13  0.0016002246000000001  4.192861661419821e-6
14  0.0278754544  0.00024999485808744595
15  0.0025740507  6.5437887685729e-6
16  0.13689457449999998  0.0002705248000166641
17  0.013432564100000002  0.00018406705461266923
18  1.1635874473999999  0.03599894317662017
19  0.04849619570000001  0.0008899647404488047
20  8.990558438899999  2.2708165414486676
Total= 10.5026479601
Varianza= 2.386963481035794
