Número de qubits: 80
Layer	Time	var(Time)
1  0.0024858062  2.631362765492889e-7
2  0.05827911610000001  0.013277932310564311
3  0.0026764893  1.7125602628631219e-6
4  0.0055200912  2.5321240219892623e-5
5  0.0026049450999999996  1.9375493479487667e-6
6  0.0036074415999999996  1.0536442371822206e-8
7  0.0019963599  2.246797120632222e-8
8  0.0058482318  5.836682808879554e-7
9  0.0033041316000000003  4.777608429079156e-6
10  0.012835719  8.961137439520002e-6
11  0.0028428831  1.945939634752111e-7
12  0.0403022991  3.289791604718075e-5
13  0.004741783299999999  2.8699886948006777e-6
14  0.2855945659  3.955581758490694e-5
15  0.0103567441  2.3669766638201004e-6
16  1.049719068  5.257723408496354e-5
17  0.028580095399999995  3.514990490160264e-6
18  4.7213624228  0.0008338614974555976
19  0.20172332010000002  0.003910037735147044
20  21.985866507999994  0.01868243276338803
Total= 28.430248021599994
Varianza= 0.0018440915864377302
