Numero de qubits: 20 
Layer   Time var(Time)
1  0.0048333192  0.00019013388379392025
2  0.005573618800000001  0.0018721489736218538
3  0.0050997672  0.001234603143108165
4  0.004286371799999999  0.0003173025631263637
5  0.0044131478  0.0004370004450489268
6  0.0054775986  0.0007737879912558994
7  0.005229070800000001  0.0005897762299372195
8  0.0078214968  0.0036740054172591198
9  0.0095534426  0.004553833684112787
10  0.011760358600000001  0.004302598711443473
11  0.0130110534  0.001506513913648673
12  0.0222424524  0.004011649714710426
13  0.04164846  0.005185352789856329
14  0.068531284  0.011188771837996358
15  0.1395287384  0.07025408395514099
16  0.20225766639999998  0.07836497346491694
17  0.37773699239999997  0.04731402145382815
18  0.5163722074  0.10813783683046503
19  0.7546983892  0.17831352705414844
20  1.1812036204000003  0.14567429571536886
21  1.7836056554000002  0.34246545912463144
22  1.5736212384  0.0667694195167916
23  2.1185073288000003  0.059298413683716376
24  1.7543135716000002  0.05206392479777078
25  2.2677287799999997  0.17414115331437202
Total= 12.879055630400003
Varianza= 1.0429322821530669

Numero de qubits: 21 
Layer   Time var(Time)
1  0.0048672032  0.00041612980002994236
2  0.0045341636  0.0004939157467368702
3  0.0046545114  0.0005391673807561432
4  0.0047420956  0.0005222454530316565
5  0.0049000476000000005  0.0005208804715074657
6  0.0057105668000000005  0.00032694553849373765
7  0.006563861799999999  0.00033430327547207786
8  0.008715853400000001  0.002979554328953617
9  0.0083118382  0.0008834534728906555
10  0.010506838000000001  0.0011876008539964933
11  0.0182218066  0.0102731236570424
12  0.0333438138  0.011675915161155452
13  0.037803546  0.006203490232893673
14  0.070192485  0.010735790874368595
15  0.1184344822  0.020776326683834456
16  0.253655719  0.11235350789399885
17  0.4012755338  0.07447587968406559
18  0.5614350922  0.18283079098367477
19  1.026975324  0.31965485759960205
20  1.6040837016  0.5470886987980206
21  2.3980956470000003  0.5982678541719652
22  3.0077693248  0.7304816893627787
23  3.5646462174  0.4610867232639371
24  3.7963207936000005  0.2696254334380324
25  3.8569786293999995  0.07168531523696745
Total= 20.812739096
Varianza= 3.609465176715864

Numero de qubits: 22 
Layer   Time var(Time)
1  0.0051872206  0.00038403801576541866
2  0.0052805086  0.00037433735139769315
3  0.0053580792  0.0004438752435116877
4  0.0054595571999999995  0.0004414493109512802
5  0.0056175866  0.00044192653523163786
6  0.006375992  0.0001848950363206109
7  0.0069154094  0.0002552624925590128
8  0.007887298400000001  0.0003492324094574274
9  0.1084568444  0.0501500309785854
10  0.010882081399999998  0.0002782765749369502
11  0.0250896038  0.022764110732898826
12  0.0536665666  0.04654101927580899
13  0.05022987599999999  0.005401859184986849
14  0.0961690598  0.016175047301043632
15  0.15278833760000002  0.01836180701275558
16  0.4128597164  0.05266550429419537
17  0.5534111838  0.12547232206360648
18  0.9903987388000001  0.24389941645010912
19  1.487706711  0.33523283763134154
20  2.6628032393999996  0.6696723497399714
21  4.0445562418  0.9502687622886501
22  5.8987806655999995  1.9182269131831964
23  6.9735912978000005  1.1821525842707405
24  10.058851408799999  0.7260042064954498
25  8.658403760199999  0.288149700240315
Total= 42.286726985200005
Varianza= 6.9615421875418555

Numero de qubits: 23 
Layer   Time var(Time)
1  0.005800258400000001  8.223980773956109e-5
2  0.0057562662  0.00014234019552944287
3  0.0058241662  0.000144715364461967
4  0.0059375084  0.00012116074031236339
5  0.006140676  0.00011834493912288756
6  0.0067777138  0.0002342544366370892
7  0.007429585  0.00036048095637966767
8  0.0085515578  0.000632770406083407
9  0.13528795259999998  0.0013366909535862967
10  0.0116080588  0.0007858037206563482
11  0.016100828799999998  0.0014361147499259799
12  0.032421221  0.004949182508701128
13  0.0535215188  0.004778997384959335
14  0.10681116739999999  0.017377002718305366
15  0.19725807699999998  0.07189067494994861
16  0.42551283459999995  0.01925147320857141
17  0.612619303  0.06849958979312429
18  1.1769154666000001  0.2608284023880849
19  1.7992476008  0.3819947634239615
20  3.3190514168  1.1430956595363053
21  5.1861387178000005  1.5496622798404798
22  9.6113049772  3.0199535174264613
23  13.220677676  4.57618434681439
24  19.308916558  4.798293788984482
25  23.024613234600004  4.294691062899058
Total= 78.2902243416
Varianza= 22.392815664470866

Numero de qubits: 24 
Layer   Time var(Time)
1  0.0057988086  0.0004399936163716924
2  0.0056814666  0.0006461927466524517
3  0.0057734346  0.0006208574348984153
4  0.0057735226  0.0006721770223944284
5  0.0061905122  0.0006589539127964565
6  0.0065359076  0.0006108757917120633
7  0.007438576799999999  0.00023073334012612925
8  0.008781915599999999  0.0004408115225892356
9  0.01043825  0.00039339733446021254
10  0.013667860600000001  0.0005014156563804523
11  0.028581242200000002  0.02509938783795257
12  0.07953029580000001  0.024832657096205985
13  0.0753774956  0.049765825662992404
14  0.1704923566  0.05112494156379567
15  0.1711182382  0.0064550744046610485
16  0.416764755  0.036346093289438865
17  0.690259185  0.0893135743265243
18  1.1027496196  0.15942289064938986
19  1.9448913490000002  0.24664079694685595
20  3.5111695904  1.076094248844092
21  6.9105839062  0.9963102600926633
22  11.8954513274  4.149325674804351
23  22.355613609400002  5.822614738825628
24  31.8810073332  6.9669541514014135
25  55.128705960999994  5.403523639007358
Total= 136.4383765198
Varianza= 27.25139897400795

