Gamma, E, varE, T, varT, S, varS, dimension, vardimension 
0.0 -4.25 3.552713678800501e-15 0.18635486999999998 0.0007528511814631003 5.086018444912343e-8 4.905489736074477e-14 1.3 0.20999999999999974
0.05 -4.260631657291732 0.0 0.3362704849999999 0.0024857284405903624 0.21751478995697687 0.07213245890522688 10.0 4.200000000000003
0.1 -4.292607329434432 -3.552713678800501e-15 0.33416724500000006 0.0022877962927394663 0.1582709581408208 0.0529481947273555 11.35 4.627499999999998
0.15 -4.346175438416316 0.0 0.41189749 0.004998321676091905 0.2257544613310405 0.0654680571028474 19.15 20.327500000000043
0.2 -4.421772616678286 -7.105427357601002e-15 0.45628336 0.008851397611522371 0.09860770821607237 0.03212106960300902 20.7 18.210000000000036
0.25 -4.520063747678906 1.0658141036401503e-14 0.7279013849999999 0.027040880868340444 0.10130165057161558 0.043720886800402634 33.15 25.72750000000019
0.3 -4.642013851944375 1.7408297026122455e-12 1.13580662 0.01826615471644555 0.08564617016076254 0.014272742258137844 52.55 10.547500000000582
0.35 -4.789044598484806 4.702123135302827e-10 3.7863812549999993 0.11584377595371365 0.24585908378999446 0.06380555050114325 169.1 367.2900000000009
0.4 -4.963660193777792 7.441869342983409e-9 7.9084691299999985 5.598863224898523 0.6928224940887097 0.019275073379438457 201.05 1705.0474999999933
0.45 -5.170803185515734 -1.0658141036401503e-14 8.24438416 9.077284434574409 0.7805026256267329 2.100097873380946e-12 97.8 987.6599999999999
0.5 -5.418975723729697 3.552713678800501e-15 4.191183989999999 1.2306135774057871 0.7594249560173537 3.3306690738754696e-16 63.0 0.0
0.55 -5.71068323703283 -7.105427357601002e-15 3.038798505 0.35233021801222186 0.6344510738317923 -2.220446049250313e-16 62.0 0.0
0.6 -6.034503929998312 -1.4210854715202004e-14 2.17330262 0.1666060057816514 0.5081761877610868 -1.1102230246251565e-16 58.0 0.0
0.65 -6.378852789587778 7.105427357601002e-15 2.030291625 0.2408889739942035 0.41839443756977196 0.0 54.0 0.0
0.7 -6.737167296914784 1.4210854715202004e-14 1.6937088200000001 0.06382044334888803 0.3547691306295451 -5.551115123125783e-17 50.0 0.0
0.75 -7.105727420364614 7.105427357601002e-15 1.5698324600000002 0.10411271635158537 0.3072672558150594 -4.163336342344337e-17 47.0 0.0
0.8 -7.4821747110590735 0.0 1.86306696 0.6854202983630309 0.2702098470930159 0.0 44.0 0.0
0.85 -7.864883119484844 -7.105427357601002e-15 1.5533634699999996 0.11785030748434977 0.2403751448774521 -6.938893903907228e-18 42.0 0.0
0.9 -8.25267073309829 -2.842170943040401e-14 1.4304376500000002 0.21045689634744402 0.2157988675830207 1.3877787807814457e-17 39.0 0.0
0.95 -8.644647922293961 1.4210854715202004e-14 1.30274481 0.11404668012931651 0.1951982867924591 -6.938893903907228e-18 36.0 0.0
1.0 -9.040127953467358 -2.842170943040401e-14 1.4216848299999998 0.43874453426197313 0.17768955204071535 -1.3877787807814457e-17 34.0 0.0
1.05 -9.438570219026051 -2.842170943040401e-14 1.3089459949999998 0.5591878180260312 0.162638408199088 1.3877787807814457e-17 32.0 0.0
1.1 -9.839542264968198 -2.842170943040401e-14 1.15554827 0.05743430256153492 0.14957527332840986 1.0408340855860843e-17 30.0 0.0
1.15 -10.242693430049972 -2.842170943040401e-14 1.2052367450000003 0.4323822916010214 0.138143783730666 -3.469446951953614e-18 30.0 0.0
1.2 -10.647736020180059 -5.684341886080802e-14 1.0963704300000001 0.05914666183934991 0.12806799383392017 6.938893903907228e-18 28.0 0.0
1.25 -11.054431555136754 -2.842170943040401e-14 1.230038955 0.4925901704808209 0.119130602443196 0.0 26.0 0.0
1.3 -11.462580528757716 0.0 1.18532521 0.25997786531876876 0.11115801675155505 0.0 24.0 0.0
1.35 -11.872014660229208 2.842170943040401e-14 1.32076972 0.9327771185542781 0.1040098261146883 0.0 24.0 0.0
1.4 -12.282590946640994 2.842170943040401e-14 1.240962605 0.2641539259829948 0.09757121320498989 1.734723475976807e-18 24.0 0.0
1.45 -12.694187040286165 2.842170943040401e-14 1.19856667 0.14568358119360947 0.09174737554944924 1.734723475976807e-18 24.0 0.0
1.5 -13.10669761488558 0.0 1.0888984400000001 0.12030613591112904 0.0864593551479555 3.469446951953614e-18 23.0 0.0
1.55 -13.520031479917733 -2.842170943040401e-14 1.3183947150000002 0.6168707501241801 0.08164087422180427 -2.6020852139652106e-18 23.0 0.0
1.6 -13.934109267684283 5.684341886080802e-14 1.2146315650000001 0.46311680637738584 0.07723590254327548 8.673617379884035e-19 22.0 0.0
1.65 -14.348861563630246 -2.842170943040401e-14 1.0113828599999999 0.14181459836871757 0.07319676503917835 0.0 21.0 0.0
1.7 -14.764227383124188 2.842170943040401e-14 1.005313865 0.160329191297794 0.06948265392864961 -1.734723475976807e-18 19.0 0.0
1.75 -15.180152921513166 2.842170943040401e-14 1.3039885599999999 0.539792399408962 0.06605844756514753 8.673617379884035e-19 19.0 0.0
1.8 -15.596590521540515 5.684341886080802e-14 0.9428061999999999 0.16465303387763897 0.06289376444254555 8.673617379884035e-19 19.0 0.0
1.85 -16.013497815002147 5.684341886080802e-14 0.9898677199999998 0.12709375787032295 0.05996219939131449 1.734723475976807e-18 19.0 0.0
1.9 -16.43083700508486 -5.684341886080802e-14 1.0577078 0.2635539937661482 0.05724070224911405 4.336808689942018e-19 19.0 0.0
1.95 -16.848574263057834 0.0 0.8943861099999999 0.15077901825574513 0.054709068928018564 8.673617379884035e-19 18.95 0.04750000000001364
2.0 -17.266679218504674 -5.684341886080802e-14 0.73131357 0.0919761721653991 0.05234952186255272 -4.336808689942018e-19 19.0 0.0
