Numero de qubits: 50 
Dimension max: 8 
p= 3 
After sweep 1 energy=-12.49999619264574  maxlinkdim=8 maxerr=3.60E-03 time=11.828
After sweep 1 energy=-12.49999999992937  maxlinkdim=8 maxerr=2.42E-13 time=0.266
After sweep 1 energy=-12.499999999999995  maxlinkdim=1 maxerr=4.37E-16 time=0.040
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.56E-89 time=0.017
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.56E-89 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.56E-89 time=0.014
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.56E-89 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.56E-89 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.56E-89 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.56E-89 time=0.010
After sweep 1 energy=-12.499994423301864  maxlinkdim=8 maxerr=4.14E-03 time=0.033
After sweep 1 energy=-12.499999999816547  maxlinkdim=8 maxerr=2.17E-13 time=0.025
After sweep 1 energy=-12.500000000000005  maxlinkdim=1 maxerr=9.99E-16 time=0.016
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=3.66E-88 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.63E-89 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.63E-89 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.63E-89 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.63E-89 time=0.009
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.63E-89 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.63E-89 time=0.011
After sweep 1 energy=-12.499994797740257  maxlinkdim=8 maxerr=2.51E-03 time=0.027
After sweep 1 energy=-12.499999999791372  maxlinkdim=8 maxerr=7.58E-13 time=0.022
After sweep 1 energy=-12.500000000000007  maxlinkdim=1 maxerr=9.07E-16 time=0.016
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.71E-61 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.21E-91 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.21E-91 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.21E-91 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.21E-91 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.21E-91 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.21E-91 time=0.009
After sweep 1 energy=-12.499986195975165  maxlinkdim=8 maxerr=2.75E-03 time=0.027
After sweep 1 energy=-12.499999999993292  maxlinkdim=8 maxerr=2.22E-12 time=0.023
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.40E-16 time=0.015
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.25E-93 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.25E-93 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.25E-93 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.25E-93 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.25E-93 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.25E-93 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.25E-93 time=0.009
After sweep 1 energy=-12.49999876808564  maxlinkdim=8 maxerr=3.14E-03 time=0.027
After sweep 1 energy=-12.49999999998477  maxlinkdim=8 maxerr=8.75E-14 time=0.024
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=8.59E-16 time=0.016
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.21E-117 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.21E-117 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.21E-117 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.21E-117 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.21E-117 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.21E-117 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.21E-117 time=0.010
After sweep 1 energy=-12.499996401031147  maxlinkdim=8 maxerr=2.26E-03 time=0.027
After sweep 1 energy=-12.499999999961629  maxlinkdim=8 maxerr=3.60E-13 time=0.022
After sweep 1 energy=-12.499999999999996  maxlinkdim=1 maxerr=9.96E-16 time=0.016
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.45E-66 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.75E-70 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.75E-70 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.75E-70 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.75E-70 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.75E-70 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.75E-70 time=0.011
After sweep 1 energy=-12.49999748799111  maxlinkdim=8 maxerr=3.83E-03 time=0.028
After sweep 1 energy=-12.499999999978282  maxlinkdim=8 maxerr=1.02E-13 time=0.024
After sweep 1 energy=-12.500000000000004  maxlinkdim=1 maxerr=8.05E-16 time=0.014
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=8.57E-72 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.79E-90 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.79E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.79E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.79E-90 time=0.011
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.79E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.79E-90 time=0.012
After sweep 1 energy=-12.499996368049244  maxlinkdim=8 maxerr=3.24E-03 time=0.028
After sweep 1 energy=-12.499999999936033  maxlinkdim=8 maxerr=5.80E-12 time=0.024
After sweep 1 energy=-12.50000000000001  maxlinkdim=1 maxerr=9.30E-16 time=0.016
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.49E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.49E-90 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.49E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.49E-90 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.49E-90 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.49E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=2.49E-90 time=0.012
After sweep 1 energy=-12.49999756024318  maxlinkdim=8 maxerr=3.18E-03 time=0.028
After sweep 1 energy=-12.499999999977765  maxlinkdim=8 maxerr=2.19E-13 time=0.022
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.30E-16 time=0.016
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.03E-112 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.03E-112 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.03E-112 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.03E-112 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.03E-112 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.03E-112 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=4.03E-112 time=0.010
After sweep 1 energy=-12.499990931489652  maxlinkdim=8 maxerr=2.83E-03 time=0.028
After sweep 1 energy=-12.499999999967283  maxlinkdim=8 maxerr=1.21E-12 time=0.025
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=6.45E-16 time=0.013
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.95E-101 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.95E-101 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.95E-101 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.95E-101 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.95E-101 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.95E-101 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.95E-101 time=0.012
After sweep 1 energy=-12.499998593164632  maxlinkdim=8 maxerr=2.20E-03 time=0.029
After sweep 1 energy=-12.499999999995964  maxlinkdim=8 maxerr=4.45E-14 time=0.023
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=8.95E-16 time=0.016
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.48E-93 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.48E-93 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.48E-93 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.48E-93 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.48E-93 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.48E-93 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.48E-93 time=0.010
After sweep 1 energy=-12.499998636883419  maxlinkdim=8 maxerr=2.87E-03 time=0.028
After sweep 1 energy=-12.499999999996694  maxlinkdim=8 maxerr=1.26E-13 time=0.027
After sweep 1 energy=-12.500000000000005  maxlinkdim=1 maxerr=6.87E-16 time=0.020
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=7.85E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=7.85E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=7.85E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=7.85E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=7.85E-90 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=7.85E-90 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=7.85E-90 time=0.012
After sweep 1 energy=-12.499985920575208  maxlinkdim=8 maxerr=3.23E-03 time=0.029
After sweep 1 energy=-12.499999999627052  maxlinkdim=8 maxerr=5.72E-12 time=0.026
After sweep 1 energy=-12.500000000000005  maxlinkdim=1 maxerr=9.05E-16 time=0.014
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.47E-63 time=0.013
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.47E-63 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.47E-63 time=0.013
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.47E-63 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.47E-63 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.47E-63 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=5.47E-63 time=0.012
After sweep 1 energy=-12.499998083399987  maxlinkdim=8 maxerr=3.76E-03 time=0.027
After sweep 1 energy=-12.499999999989807  maxlinkdim=8 maxerr=5.46E-14 time=0.023
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=3.65E-16 time=0.014
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.24E-100 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.24E-100 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.24E-100 time=0.013
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.24E-100 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.24E-100 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.24E-100 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.24E-100 time=0.012
After sweep 1 energy=-12.499997724876788  maxlinkdim=8 maxerr=3.42E-03 time=0.027
After sweep 1 energy=-12.49999999993801  maxlinkdim=8 maxerr=5.09E-13 time=0.023
After sweep 1 energy=-12.499999999999996  maxlinkdim=1 maxerr=8.81E-16 time=0.014
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.06E-65 time=0.013
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.32E-87 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.32E-87 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.32E-87 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.32E-87 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.32E-87 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=9.32E-87 time=0.012
After sweep 1 energy=-12.499995367931001  maxlinkdim=8 maxerr=3.90E-03 time=0.027
After sweep 1 energy=-12.49999999993546  maxlinkdim=8 maxerr=1.17E-13 time=0.023
After sweep 1 energy=-12.500000000000004  maxlinkdim=1 maxerr=9.48E-16 time=0.017
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.54E-61 time=0.012
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.12E-88 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.12E-88 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.12E-88 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.12E-88 time=0.010
After sweep 1 energy=-12.5  maxlinkdim=1 maxerr=1.12E-88 time=0.010
