Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.1628438208848207e-14  4.3324493016480596e-15
2  4.0  0.0  1.8140037074423663  0.0016139413729243787
3  8.0  0.0  1.8140037074423703  0.0016139413729254137
4  16.0  0.0  3.6496000391467973  0.004337358910402252
5  32.0  0.0  3.6496000391468018  0.004337358910403381
6  64.0  0.0  5.501225435725493  0.006093065129818197
7  128.0  0.0  5.501225435725496  0.00609306512982013
8  256.0  0.0  7.367876314997072  0.006379347961524506
9  512.0  0.0  7.367876314997078  0.0063793479615231715
10  1024.0  0.0  9.244420080730013  0.00745236517506167
11  1024.0  0.0  9.244420080730016  0.007452365175059959
12  1023.95  0.21794494717703378  9.091666003232012  0.016466912932472773
13  1023.95  0.21794494717703378  9.091666003232016  0.016466912932472825
14  1023.9  0.3  9.022808092329798  0.009264539838523189
15  1023.9  0.3  9.0228080923298  0.009264539838521633
16  1023.9  0.2999999999999999  9.007565973777858  0.0017444553524149412
Numero de qubits: 21 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.2749637485183431e-14  3.377450817068462e-15
2  4.0  0.0  1.8152220529841547  0.0028524922471930805
3  8.0  0.0  1.815222052984161  0.0028524922471923645
4  16.0  0.0  3.650724048331381  0.004599448821697045
5  32.0  0.0  3.650724048331386  0.004599448821696514
6  64.0  0.0  5.502669528485219  0.0052765423606733535
7  128.0  0.0  5.502669528485223  0.005276542360673756
8  256.0  0.0  7.3687208846276615  0.006757757155646523
9  512.0  0.0  7.368720884627665  0.0067577571556483055
10  1024.0  0.0  9.246710774079931  0.006768032390864339
11  1024.0  0.0  9.246710774079935  0.006768032390864934
12  1024.0  0.0  9.513071777632664  0.017473737947442863
13  1024.0  0.0  9.513071777632666  0.017473737947443023
14  1024.0  0.0  9.447608080566226  0.004695099494487619
15  1024.0  0.0  9.44760808056623  0.004695099494486715
16  1024.0  0.0  9.425067267985444  0.0016877469001858722
