Gamma, E, varE, T, varT, S, varS, dimension, vardimension 
0.0 -3.2499999999999987 3.552713678800501e-15 0.6129104350000001 0.2967862596724511 0.10133144852677098 0.03757366709838052 1.9 0.0900000000000003
0.05 -3.2600070508656254 0.0 0.67957851 0.027366373721891935 0.21250350080834185 0.058802326523291426 5.35 0.7275000000000063
0.1 -3.290113771948323 3.552713678800501e-15 0.5900325949999999 0.02888462592844443 0.16847986487148708 0.05006144341266883 5.7 0.21000000000000085
0.15 -3.3405843478027557 -3.552713678800501e-15 0.6432591149999999 0.05791319011564644 0.11697214701812324 0.03731506391817699 8.35 1.5275000000000034
0.2 -3.4118860236725537 4.440892098500626e-14 0.7357876950000001 0.0506166716233063 0.12579247399561513 0.03698904933754749 12.35 1.5275000000000318
0.25 -3.50473909551127 1.709210550870921e-11 0.9447551000000001 0.04395836317551505 0.11151018847851887 0.05352437255128427 31.35 33.927499999999895
0.3 -3.6202564786098606 2.778746122089615e-9 1.9153890900000008 0.2192014174912753 0.2911662247540025 0.09587774039357987 62.05 553.8475000000003
0.35 -3.7606918939940606 7.873506291389276e-10 1.2411192999999998 1.1163745535244758 0.6877073184891636 0.0004044137452324237 48.55 574.3475000000003
0.4 -3.9298502977611682 0.0 0.8595041950000001 0.1962648062444674 0.6534239271604954 1.1379786002407855e-13 19.25 61.38749999999999
0.45 -4.1325032509230395 0.0 0.64239982 0.021178059480232547 0.5429192481897626 -5.551115123125783e-17 16.0 0.0
0.5 -4.367751013682938 0.0 0.6103709050000001 0.03474600817000334 0.4110193959312404 -2.7755575615628914e-17 16.0 0.0
0.55 -4.628193123780503 0.0 0.6021379349999999 0.1251043170957633 0.3140448362988355 0.0 15.0 0.0
0.6 -4.90644123593317 3.552713678800501e-15 0.8084584149999999 0.2242169819015003 0.2507148975865163 2.7755575615628914e-17 14.0 0.0
0.65 -5.1974550224036715 -7.105427357601002e-15 0.52829374 0.027161055016071523 0.20778869317329113 0.0 14.0 0.0
0.7 -5.497956737284836 0.0 0.5694693150000001 0.0697593403837582 0.1768643338805681 6.938893903907228e-18 12.0 0.0
0.75 -5.805739858529339 7.105427357601002e-15 0.452451645 0.019652564649619397 0.15344216538590974 -3.469446951953614e-18 12.0 0.0
0.8 -6.119256030505363 -7.105427357601002e-15 0.46325783 0.013740239366125118 0.1350323940415737 -3.469446951953614e-18 11.0 0.0
0.85 -6.4373800255998095 7.105427357601002e-15 0.580259275 0.1373405090597239 0.12015901837873429 0.0 10.0 0.0
0.9 -6.759270617915709 0.0 0.48849149000000003 0.06713435826964886 0.10788772789852963 0.0 10.0 0.0
0.95 -7.084284164938398 4.263256414560601e-14 0.47175841499999993 0.02598882540035033 0.0975941506259439 -1.734723475976807e-18 9.0 0.0
1.0 -7.4119185986478815 1.4210854715202004e-14 0.38906515500000005 0.003769528752199436 0.08884256486353705 1.734723475976807e-18 9.0 0.0
1.05 -7.741775812373177 -7.105427357601002e-15 0.5723527500000001 0.08360436276422739 0.08131818967571848 -2.6020852139652106e-18 9.0 0.0
1.1 -8.073535640428515 -1.4210854715202004e-14 0.48163431999999995 0.0342910265095297 0.07478715571522891 1.734723475976807e-18 9.0 0.0
1.15 -8.40693740025959 1.4210854715202004e-14 0.41440573 0.006030602442843064 0.06907165676213076 1.734723475976807e-18 8.0 0.0
1.2 -8.741766514700695 1.4210854715202004e-14 0.4254033399999999 0.022475546909180466 0.06403387867994877 1.734723475976807e-18 7.0 0.0
1.25 -9.077844633600733 -1.4210854715202004e-14 0.48935393000000005 0.026625920396334074 0.0595652401669709 -2.168404344971009e-18 7.0 0.0
1.3 -9.415022219020642 -1.4210854715202004e-14 0.442751585 0.018030093964550242 0.05557897606384293 0.0 7.0 0.0
1.35 -9.753172898222772 2.842170943040401e-14 0.40422735000000004 0.005900739761170448 0.052004895560428276 4.336808689942018e-19 7.0 0.0
1.4 -10.09218910679645 1.4210854715202004e-14 0.42170139000000006 0.018034627025463795 0.0487855969231251 -1.3010426069826053e-18 7.0 0.0
1.45 -10.43197868763663 -2.842170943040401e-14 0.5035275499999999 0.08804405317633751 0.04587368231163458 0.0 7.0 0.0
1.5 -10.77246220778236 2.842170943040401e-14 0.4000995500000001 0.016757924397214435 0.04322967443248478 2.168404344971009e-19 7.0 0.0
1.55 -11.113570821041487 0.0 0.40900434499999994 0.013808112722837523 0.04082043527231671 0.0 6.0 0.0
1.6 -11.455244550243204 0.0 0.41941653 0.016379999496112074 0.03861795017791976 1.0842021724855044e-18 6.0 0.0
1.65 -11.797430895442515 2.842170943040401e-14 0.3757227550000001 0.004712221443760406 0.03659838185875464 -4.336808689942018e-19 6.0 0.0
1.7 -12.140083697706029 2.842170943040401e-14 0.5312051999999999 0.0425901997732 0.03474132655928836 0.0 6.0 0.0
1.75 -12.48316220505281 -2.842170943040401e-14 0.34058754999999996 0.012851167451086512 0.03302922353070924 6.505213034913027e-19 6.0 0.0
1.8 -12.826630299582167 5.684341886080802e-14 0.4588878500000001 0.04123227123210049 0.031446882062589235 4.336808689942018e-19 6.0 0.0
1.85 -13.17045585409175 -5.684341886080802e-14 0.505761385 0.022304556124127295 0.029981099594430453 -1.0842021724855044e-19 6.0 0.0
1.9 -13.514610193448306 0.0 0.443477335 0.0243851259177173 0.028620351059217963 1.0842021724855044e-19 6.0 0.0
1.95 -13.85906764125665 0.0 0.38856554499999996 0.0032309397904645154 0.027354534421399828 2.168404344971009e-19 6.0 0.0
2.0 -14.203805136410443 0.0 0.40374427000000007 0.00889119177667605 0.026174760903137317 3.2526065174565133e-19 6.0 0.0
