Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.3966939556633111e-14  3.2769033316068425e-15
2  4.0  0.0  1.813639024135852  0.001276754094613091
3  8.0  0.0  1.8136390241358555  0.00127675409461338
4  16.0  0.0  3.6506766062632297  0.0043296526747733785
5  32.0  0.0  3.650676606263233  0.004329652674772926
6  64.0  0.0  5.503744608823378  0.006941912070703227
7  128.0  0.0  5.503744608823385  0.0069419120707024445
8  256.0  0.0  7.3698016067262415  0.007728965465375284
9  512.0  0.0  7.369801606726244  0.00772896546537567
10  1024.0  0.0  9.247398695769595  0.008049313276869387
11  1024.0  0.0  9.2473986957696  0.00804931327686787
12  1023.9  0.3  9.099005505949572  0.013339597383628539
13  1023.9  0.3  9.099005505949574  0.013339597383628493
14  1023.8  0.4000000000000001  9.025611828361315  0.00556864003849773
15  1023.8  0.4000000000000001  9.025611828361319  0.005568640038496665
16  1023.9  0.29999999999999993  9.008113486470346  0.0013256409821272223
