Numero de qubits: 15 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200412  2.8383519856722465e-15
2  4.0  0.0  0.9064569982200451  5.630538511204023e-15
3  8.0  0.0  2.7298366821388615  0.003651588347685008
4  16.0  0.0  2.7298366821388673  0.003651588347684582
5  32.0  0.0  4.573554309921459  0.005432894758960065
6  64.0  0.0  4.573554309921461  0.005432894758960146
7  128.0  0.0  6.432470548047469  0.00424030459430114
8  128.0  0.0  6.432470548047472  0.004240304594300433
9  128.0  0.0  6.571261406221815  0.016656097758930326
10  128.0  0.0  6.571261406221818  0.016656097758930635
11  128.0  0.0  6.459671024925113  0.006573036754702064
12  128.0  0.0  6.459671024925117  0.006573036754701887
13  128.0  0.0  6.4276137762692045  0.0046007505091488566
14  128.0  0.0  6.427613776269207  0.004600750509148675
15  128.0  0.0  6.418214584000962  0.006576205960800732
Numero de qubits: 16 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.1115889968237812e-14  3.421973303810837e-15
2  4.0  0.0  1.8147061374898983  0.0024968235626312853
3  8.0  0.0  1.814706137489901  0.0024968235626314297
4  16.0  0.0  3.650316590255226  0.00271981013041077
5  32.0  0.0  3.650316590255229  0.0027198101304103206
6  64.0  0.0  5.5030619556443865  0.0035460148900946695
7  128.0  0.0  5.503061955644389  0.0035460148900945993
8  256.0  0.0  7.367744684959004  0.005588741107184885
9  256.0  0.0  7.367744684959009  0.005588741107185682
10  256.0  0.0  7.119187495345048  0.011683088357204259
11  256.0  0.0  7.119187495345054  0.011683088357204151
12  256.0  0.0  7.027961443563953  0.008577212701456186
13  256.0  0.0  7.0279614435639575  0.00857721270145534
14  256.0  0.0  7.00935151553598  0.0034566916842508045
15  256.0  0.0  7.009351515535984  0.0034566916842501635
Numero de qubits: 17 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.0955718643047061e-14  2.7845866651361278e-15
2  4.0  0.0  1.814462612183848  0.0021887403839056323
3  8.0  0.0  1.814462612183851  0.0021887403839062976
4  16.0  0.0  3.648300820741666  0.0037017000260936763
5  32.0  0.0  3.6483008207416696  0.003701700026093702
6  64.0  0.0  5.501267636004426  0.00470379001088515
7  128.0  0.0  5.50126763600443  0.0047037900108856555
8  256.0  0.0  7.367901414263867  0.006546615143476404
9  256.0  0.0  7.367901414263872  0.006546615143476557
10  256.0  0.0  7.551294683217027  0.019424140667552107
11  256.0  0.0  7.55129468321703  0.01942414066755186
12  256.0  0.0  7.4554811598813915  0.006723491495200389
13  256.0  0.0  7.455481159881394  0.0067234914952006165
14  256.0  0.0  7.426503898801923  0.0021743992256554804
15  256.0  0.0  7.426503898801926  0.0021743992256562663
Numero de qubits: 18 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200444  2.2375883352003356e-15
2  4.0  0.0  0.9064569982200485  6.495136803564835e-15
3  8.0  0.0  2.731754622097782  0.0038266188560466103
4  16.0  0.0  2.731754622097787  0.0038266188560458925
5  32.0  0.0  4.5761098186280575  0.00575573055063964
6  64.0  0.0  4.57610981862806  0.005755730550639139
7  128.0  0.0  6.434832528267648  0.007347050737313103
8  256.0  0.0  6.434832528267653  0.007347050737314186
9  512.0  0.0  8.306009584713546  0.007596400523512504
10  512.0  0.0  8.306009584713548  0.007596400523512863
11  512.0  0.0  8.106814496003032  0.013276554708031324
12  512.0  0.0  8.106814496003038  0.0132765547080326
13  512.0  0.0  8.027489004323616  0.008034077110747488
14  512.0  0.0  8.02748900432362  0.008034077110748257
15  512.0  0.0  8.008524893959942  0.002087869531228529
Numero de qubits: 19 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200451  2.4273040365536066e-15
2  4.0  0.0  0.906456998220048  6.477416390727121e-15
3  8.0  0.0  2.7307887771784385  0.0038766258074743815
4  16.0  0.0  2.7307887771784425  0.0038766258074738303
5  32.0  0.0  4.575537425569434  0.005883004869248717
6  64.0  0.0  4.575537425569438  0.005883004869248694
7  128.0  0.0  6.4382647903076204  0.00654796819028503
8  256.0  0.0  6.438264790307625  0.006547968190285132
9  512.0  0.0  8.309672375311719  0.007046910952045348
10  512.0  0.0  8.309672375311727  0.007046910952046049
11  512.0  0.0  8.524367407191688  0.017369376230233435
12  512.0  0.0  8.524367407191694  0.01736937623023285
13  512.0  0.0  8.44910509940276  0.005811259840216208
14  512.0  0.0  8.449105099402765  0.005811259840215541
15  512.0  0.0  8.425418102414596  0.002572271619778405
Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.335828852090827e-14  2.8166481621863075e-15
2  4.0  0.0  1.8151781187738838  0.0028132329957459646
3  8.0  0.0  1.8151781187738885  0.002813232995745943
4  16.0  0.0  3.6505150494401883  0.004594730964632027
5  32.0  0.0  3.650515049440192  0.004594730964632866
6  64.0  0.0  5.504707228289535  0.007478536544842849
7  128.0  0.0  5.504707228289541  0.007478536544842539
8  256.0  0.0  7.371732097107115  0.007939807357931995
9  512.0  0.0  7.37173209710712  0.007939807357931922
10  1024.0  0.0  9.2472174872232  0.00827574056961777
11  1024.0  0.0  9.247217487223201  0.008275740569618262
12  1023.95  0.2179449471770337  9.09459020229487  0.016897612290839106
13  1023.95  0.2179449471770337  9.094590202294873  0.01689761229083862
14  1023.8  0.4  9.024781356461707  0.006892801320324687
15  1023.8  0.4  9.024781356461716  0.0068928013203235486
