Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  -1.281370601525934e-16  3.076623915169545e-15
2  2.0  0.0  0.36530884360349475  0.2974895206435732
3  4.0  0.0  0.3653088436034949  0.2974895206435745
4  4.0  0.0  0.9390440339473674  0.29783388416100043
5  8.0  0.0  0.9390440339473682  0.29783388416100126
6  8.0  0.0  1.6473786159343349  0.3989219233893605
7  15.6  1.7435595774162695  1.6473786159343349  0.39892192338936144
8  16.0  0.0  2.4022640629858754  0.3715161107032523
9  31.2  3.487119154832539  2.402264062985876  0.3715161107032519
10  32.0  0.0  3.0012597388140962  0.3910856866215949
11  56.0  13.856406460551018  3.001259738816871  0.39108568662541343
12  64.0  0.0  3.7283135601532384  0.37010906758935386
13  112.0  27.712812921102035  3.7283135601612676  0.37010906759627304
14  128.0  0.0  4.451333633534115  0.3844949027686191
15  204.8  62.70693741524938  4.451333633534114  0.38449490276861986
16  255.75  0.7664854858377946  5.109099022273031  0.3594455511944209
17  256.0  0.0  5.1091127251331185  0.35946274895844466
18  256.0  0.0  5.795188085174319  0.3571309869136416
19  256.0  0.0  5.796400863921369  0.3583666217652387
20  256.0  0.0  6.3730703840997585  0.3579017969741297
21  256.0  0.0  6.383417652127868  0.3663982791587749
22  256.0  0.0  6.939343764807608  0.300832592568171
23  256.0  0.0  6.974000841812812  0.3180362107841652
24  256.0  0.0  7.538665113205001  0.32918550203835484
25  256.0  0.0  7.618068166128898  0.35296181576079855
26  256.0  0.0  8.136480024615349  0.31005168743490313
27  256.0  0.0  8.26113505960016  0.32966886158205244
28  256.0  0.0  8.726473141427267  0.29090330557569255
29  256.0  0.0  8.879864711208413  0.3064715040242562
30  256.0  0.0  9.291550346021157  0.29969476861176797
