Numero de qubits: 15 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200421  3.1355693787411345e-15
2  4.0  0.0  0.906456998220048  5.104672180773585e-15
3  8.0  0.0  2.7303005765980486  0.004163568591849105
4  16.0  0.0  2.7303005765980517  0.0041635685918488706
5  32.0  0.0  4.57604703791017  0.005364192859473151
6  64.0  0.0  4.576047037910174  0.005364192859470503
7  128.0  0.0  6.435144249023068  0.005676743414140476
8  128.0  0.0  6.435144249023071  0.005676743414140975
9  128.0  0.0  6.566030953488266  0.01953612665978756
10  128.0  0.0  6.566030953488271  0.019536126659788496
11  128.0  0.0  6.460411888469437  0.010803084783663264
12  128.0  0.0  6.460411888469439  0.01080308478366312
13  128.0  0.0  6.428999968532499  0.004729924420019449
14  128.0  0.0  6.428999968532501  0.004729924420019659
15  128.0  0.0  6.4188016685139955  0.004060561271991269
Numero de qubits: 16 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.1372164088543008e-14  2.5050303680610094e-15
2  4.0  0.0  1.8163479212184117  0.0033074517268239607
3  8.0  0.0  1.816347921218414  0.003307451726824432
4  16.0  0.0  3.6507067596836116  0.005782571741874919
5  32.0  0.0  3.6507067596836142  0.005782571741875962
6  64.0  0.0  5.502341334625965  0.006338550235310067
7  128.0  0.0  5.502341334625965  0.006338550235310578
8  256.0  0.0  7.368761888079216  0.006709542871771687
9  256.0  0.0  7.368761888079218  0.006709542871771713
10  256.0  0.0  7.119592416482542  0.02111959298470896
11  256.0  0.0  7.119592416482545  0.021119592984708155
12  256.0  0.0  7.030881698339401  0.009444016861410762
13  256.0  0.0  7.030881698339404  0.00944401686141058
14  256.0  0.0  7.009022405386444  0.0034379902267866933
15  256.0  0.0  7.009022405386448  0.0034379902267871357
Numero de qubits: 17 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.0379101872360377e-14  3.638957149766936e-15
2  4.0  0.0  1.8144108871044842  0.0021198472400753604
3  8.0  0.0  1.814410887104487  0.002119847240076203
4  16.0  0.0  3.6494365401108175  0.004007014777519266
5  32.0  0.0  3.649436540110822  0.004007014777519807
6  64.0  0.0  5.503051455779876  0.005679902071126245
7  128.0  0.0  5.50305145577988  0.005679902071126682
8  256.0  0.0  7.3686936832694085  0.006354519733806501
9  256.0  0.0  7.368693683269413  0.006354519733806946
10  256.0  0.0  7.5490600924234155  0.02082279804840745
11  256.0  0.0  7.54906009242342  0.02082279804840753
12  256.0  0.0  7.455984624561985  0.006308784158460892
13  256.0  0.0  7.455984624561988  0.0063087841584613695
14  256.0  0.0  7.427075496817288  0.0023407393721657592
15  256.0  0.0  7.427075496817291  0.0023407393721648906
Numero de qubits: 18 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200432  3.4842258500637883e-15
2  4.0  0.0  0.9064569982200468  7.277467466549986e-15
3  8.0  0.0  2.729653702010817  0.0038328707335118133
4  16.0  0.0  2.7296537020108196  0.0038328707335112027
5  32.0  0.0  4.576054187967934  0.00471835002116121
6  64.0  0.0  4.576054187967937  0.004718350021160318
7  128.0  0.0  6.436719349815097  0.006771123976285093
8  256.0  0.0  6.436719349815102  0.006771123976285273
9  512.0  0.0  8.310685498890651  0.004924930025577925
10  512.0  0.0  8.310685498890653  0.004924930025578324
11  512.0  0.0  8.112523672192985  0.014243030923377056
12  512.0  0.0  8.112523672192989  0.014243030923376221
13  512.0  0.0  8.03189340815318  0.006983769738648211
14  512.0  0.0  8.031893408153184  0.006983769738647808
15  511.95  0.21794494717703367  8.008615203398012  0.00185067384740491
Numero de qubits: 19 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200444  3.267339394512946e-15
2  4.0  0.0  0.9064569982200504  6.0107581187018444e-15
3  8.0  0.0  2.7296572935637773  0.003256467163579585
4  16.0  0.0  2.7296572935637817  0.0032564671635791605
5  32.0  0.0  4.575533081504342  0.004603562481116332
6  64.0  0.0  4.575533081504347  0.004603562481115614
7  128.0  0.0  6.434975913308284  0.0066850521711633885
8  256.0  0.0  6.434975913308287  0.0066850521711629765
9  512.0  0.0  8.307009008785231  0.0074086205601622815
10  512.0  0.0  8.307009008785235  0.007408620560162296
11  512.0  0.0  8.533091268870916  0.026433172228484094
12  512.0  0.0  8.533091268870923  0.026433172228483286
13  512.0  0.0  8.453694364026266  0.0062321559235545354
14  512.0  0.0  8.453694364026271  0.006232155923553645
15  512.0  0.0  8.425266169101484  0.0023244584599083845
Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.2044883654344141e-14  2.5595357718999823e-15
2  4.0  0.0  1.8151469768852369  0.002646562144222326
3  8.0  0.0  1.815146976885238  0.002646562144222464
4  16.0  0.0  3.650180179642048  0.0044664712239332275
5  32.0  0.0  3.650180179642054  0.004466471223934009
6  64.0  0.0  5.502430837385293  0.004287784600405442
7  128.0  0.0  5.502430837385296  0.00428778460040591
8  256.0  0.0  7.369103526682876  0.0045263346521321095
9  512.0  0.0  7.36910352668288  0.004526334652132373
10  1024.0  0.0  9.246913495753954  0.006061915278401518
11  1024.0  0.0  9.246913495753958  0.006061915278400895
12  1024.0  0.0  9.089179604556216  0.01613433632800287
13  1024.0  0.0  9.089179604556222  0.01613433632800315
14  1023.7  0.45825756949558394  9.023962896843656  0.007278978830843848
15  1023.7  0.45825756949558394  9.023962896843658  0.007278978830842861
