1	0.557748103	0.458117842	0.444559289	0.440145083	0.439610579
2	1.564598815	1.727424895	1.59401263	1.596533498	1.596969698
3	1.385697817	1.391256515	1.386086222	1.379055768	1.382474819
4	1.609140433	1.624898618	1.600250305	1.606080289	1.603576112
5	1.381160231	1.386477084	1.386616501	1.38892399	1.379756752
6	1.600688501	1.603319006	1.606175489	1.606224519	1.607308629
7	1.40362357	1.390608636	1.394179975	1.395657724	1.397824125
8	1.6015649	1.603900986	1.604327051	1.608773047	1.602042884
9	1.381594921	1.399204831	1.396005124	1.391930107	1.386466445
10	1.623956688	1.605043393	1.607494117	1.603850551	1.605069071
11	1.377836095	1.389487568	1.398381412	1.390317458	1.385496786
12	1.593891187	1.603390976	1.603380501	1.604608431	1.60611524
13	1.382188921	1.38884867	1.393602916	1.385412213	1.388420274
14	1.598092823	1.618379009	1.608674837	1.611319239	1.602000804
15	1.379614623	1.395249508	1.390671018	1.411110683	1.398226625
16	1.594333206	1.60154664	1.599198655	1.596681839	1.604102382
17	1.379119034	1.389378698	1.384705604	1.385429066	1.394062848
18	1.600180411	1.606236362	1.600155174	1.607412829	1.608923998
19	1.381352522	1.409057203	1.4115485	1.400548153	1.400404013
20	1.597732863	1.604800744	1.644784245	1.619772398	1.605352551
21	1.3770466	1.38766728	1.380636297	1.38135606	1.389868902
22	1.605610062	1.606935744	1.597728136	1.606700569	1.603669862
23	1.385033317	1.400776589	1.387492591	1.386762225	1.401221333
24	1.593149544	1.606206014	1.60569245	1.610553156	1.618593918
25	1.374349206	1.392441067	1.393755515	1.400004754	1.389075734
26	1.611922031	1.609461511	1.603454182	1.603306952	1.599814425
27	1.395100188	1.395959263	1.382015076	1.386024816	1.394615879
28	1.596530218	1.605943965	1.605203079	1.601908204	1.603636493
29	1.375418414	1.389135089	1.390501799	1.399574174	1.388067492
30	1.614958215	1.606975051	1.598106476	1.60614147	1.627527989
