Numero de qubits: 15 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200418  2.5907715004961058e-15
2  4.0  0.0  0.9064569982200474  5.505799594596955e-15
3  8.0  0.0  2.7308561297091636  0.005021807283390538
4  16.0  0.0  2.7308561297091662  0.005021807283390498
5  32.0  0.0  4.575710428644626  0.005490080429127803
6  64.0  0.0  4.575710428644631  0.005490080429128452
7  128.0  0.0  6.436268091143622  0.006053676891703241
8  128.0  0.0  6.436268091143624  0.00605367689170251
9  128.0  0.0  6.564915398374053  0.01946596006291894
10  128.0  0.0  6.5649153983740565  0.01946596006291872
11  128.0  0.0  6.458643034771727  0.008045072167602694
12  128.0  0.0  6.458643034771731  0.008045072167601659
13  128.0  0.0  6.425936351585331  0.005474035660901888
14  128.0  0.0  6.425936351585333  0.005474035660902816
15  128.0  0.0  6.420057967367368  0.006327680951062169
Numero de qubits: 16 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.0411136137398522e-14  3.240848189506812e-15
2  4.0  0.0  1.8153111570979334  0.0029070817369872886
3  8.0  0.0  1.8153111570979363  0.002907081736985484
4  16.0  0.0  3.6501201082466492  0.005989884123086115
5  32.0  0.0  3.6501201082466515  0.00598988412308574
6  64.0  0.0  5.501841474764249  0.006617806677185307
7  128.0  0.0  5.501841474764253  0.006617806677184535
8  256.0  0.0  7.366757390568516  0.007726052341546308
9  256.0  0.0  7.366757390568519  0.007726052341546255
10  256.0  0.0  7.120760099287064  0.01694202349857025
11  256.0  0.0  7.12076009928707  0.016942023498569218
12  255.95  0.2179449471770337  7.032568354313549  0.00783261170065682
13  255.95  0.2179449471770337  7.032568354313551  0.007832611700657167
14  256.0  0.0  7.010618233935721  0.0037350999326219185
15  256.0  0.0  7.0106182339357215  0.0037350999326209084
Numero de qubits: 17 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  9.38603965617774e-15  2.548888989030178e-15
2  4.0  0.0  1.8153644768412804  0.002866553054086587
3  8.0  0.0  1.8153644768412835  0.0028665530540877807
4  16.0  0.0  3.650592308858107  0.00442718515280865
5  32.0  0.0  3.650592308858112  0.00442718515280809
6  64.0  0.0  5.504653904877145  0.004996274901594655
7  128.0  0.0  5.504653904877148  0.004996274901595224
8  256.0  0.0  7.369548528292069  0.007047480009241569
9  256.0  0.0  7.369548528292073  0.007047480009239819
10  256.0  0.0  7.5475829512955475  0.017245705601200163
11  256.0  0.0  7.54758295129555  0.017245705601200582
12  256.0  0.0  7.452544813166641  0.008122805064807464
13  256.0  0.0  7.452544813166644  0.008122805064807965
14  256.0  0.0  7.425315657008741  0.005737922157360806
15  256.0  0.0  7.425315657008747  0.0057379221573623995
Numero de qubits: 18 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200436  2.538383584476928e-15
2  4.0  0.0  0.906456998220048  6.000033913809114e-15
3  8.0  0.0  2.7303728414023913  0.004437563389384983
4  16.0  0.0  2.730372841402395  0.004437563389384156
5  32.0  0.0  4.57654029091652  0.0038024147218432263
6  64.0  0.0  4.576540290916526  0.003802414721843677
7  128.0  0.0  6.43657034364478  0.00649551842389473
8  256.0  0.0  6.436570343644783  0.006495518423894167
9  512.0  0.0  8.30934812866792  0.00660242748917349
10  512.0  0.0  8.309348128667924  0.006602427489173407
11  512.0  0.0  8.106757092132689  0.01733425289610418
12  512.0  0.0  8.106757092132693  0.017334252896103963
13  512.0  0.0  8.02897886507494  0.005185139341046377
14  512.0  0.0  8.028978865074945  0.005185139341046281
15  512.0  0.0  8.008453198996262  0.0023737721317885195
Numero de qubits: 19 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200442  3.078042028826246e-15
2  4.0  0.0  0.9064569982200468  6.0032685859070446e-15
3  8.0  0.0  2.7294732327699247  0.004161948678845983
4  16.0  0.0  2.729473232769931  0.004161948678845777
5  32.0  0.0  4.576528230482072  0.004983831883610018
6  64.0  0.0  4.576528230482074  0.004983831883610102
7  128.0  0.0  6.434619933972604  0.006349221522277971
8  256.0  0.0  6.434619933972608  0.00634922152227683
9  512.0  0.0  8.306049431961874  0.005705332648816934
10  512.0  0.0  8.306049431961878  0.005705332648816894
11  512.0  0.0  8.531325138594642  0.015609972224854808
12  512.0  0.0  8.531325138594642  0.015609972224854152
13  512.0  0.0  8.452432801573972  0.004639776085654647
14  512.0  0.0  8.452432801573975  0.004639776085654685
15  512.0  0.0  8.425277035108873  0.0019127396570250011
Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.294184307541233e-14  3.627659521911781e-15
2  4.0  0.0  1.8142337323753555  0.0016984172221779807
3  8.0  0.0  1.8142337323753615  0.0016984172221805095
4  16.0  0.0  3.6488523650274027  0.003944154154030545
5  32.0  0.0  3.648852365027409  0.00394415415402987
6  64.0  0.0  5.4997717024819845  0.004993857937573667
7  128.0  0.0  5.499771702481988  0.004993857937574566
8  256.0  0.0  7.3659941707658145  0.005079938755537954
9  512.0  0.0  7.365994170765821  0.005079938755537504
10  1024.0  0.0  9.242804327991538  0.00570313571169232
11  1024.0  0.0  9.242804327991543  0.005703135711690687
12  1023.85  0.3570714214271426  9.101934159947257  0.012664014367760853
13  1023.85  0.3570714214271426  9.101934159947259  0.01266401436776081
14  1023.8  0.4000000000000001  9.027237040224092  0.003996477770049848
15  1023.8  0.4000000000000001  9.027237040224094  0.003996477770049984
