Gamma, E, varE, T, varT, S, varS, dimension, vardimension 
0.0 -624.95 0.04749999986961484 41.61057850885 15.703812151074999 0.0 0.0 1.05 0.047499999999999876
0.05 -626.5634786205457 -1.7462298274040222e-10 42.4397289818 2.6396674157419966 6.212647531851481e-6 1.2924697071141057e-26 3.0 0.0
0.1 -631.2251201937202 0.0314070523600094 43.770608419300004 1.9662953033200665 8.424689128186166e-5 -1.6543612251060553e-24 4.45 39.9475
0.15 -639.1434132914696 1.1641532182693481e-10 45.13702070035 1.2328101990265168 0.00039145971202762315 -1.0587911840678754e-22 5.0 0.0
0.2 -650.046431523106 0.08516030886676162 48.0531720483 2.036755797287242 0.0011918338204588285 4.235164736271502e-22 14.45 165.8475
0.25 -664.459151564511 0.06544965889770538 50.7620105974 2.243612030915301 0.0029201739306823826 3.3881317890172014e-21 19.5 156.25
0.3 -681.7187794831966 0.20377460564486682 57.42737965084999 3.9764045248116417 0.006340759523500046 3.3881317890172014e-20 32.0 0.0
0.35 -702.8016555011416 0.10150879167485982 64.21682248315 6.693957842634518 0.06446194989276241 0.015625269886801504 32.0 0.0
0.4 -728.3655058780494 0.07488478778395802 71.92139470905002 7.512491408641836 0.04360104106642128 0.004637000839789667 32.0 0.0
0.45 -759.0230895394426 0.018002138123847544 76.43997279294999 6.586043582268758 0.15827892204788305 0.020541514169814472 32.0 0.0
0.5 -795.5123811013686 0.0009621415520086884 75.31485149785001 28.730936533373097 0.30414417252475273 0.013339698020109578 32.0 0.0
0.55 -839.1759202055664 0.001343353884294629 79.83826466355 9.126784707144907 0.32211668546799255 2.7209881119635848e-5 32.0 0.0
0.6 -887.1896719589046 0.0001268449705094099 78.19868588145 9.655478315630717 0.25286229215833134 8.305915925876928e-8 32.0 0.0
0.65 -937.9558516639943 4.888745024800301e-6 74.82432850820001 14.273854043062784 0.2082099403653468 6.260409217417884e-8 32.0 0.0
0.7 -990.6910412397735 3.577442839741707e-7 74.24661292945001 13.15607294000074 0.17696684265609747 6.122391787988235e-9 32.0 0.0
0.75 -1044.9072665119297 1.287553459405899e-7 72.06536549564998 9.255826981562677 0.15344339950409958 1.8247680800415056e-8 32.0 0.0
0.8 -1100.274784742171 8.381903171539307e-9 71.35376917225001 10.43028630565368 0.13502400378140025 9.983298736304658e-10 32.0 0.0
0.85 -1156.5598473823393 5.3551048040390015e-9 70.05829211440002 8.290103727468704 0.12015143268861839 1.467086244155702e-9 32.0 0.0
0.9 -1213.5904981059598 4.0978193283081055e-8 67.62329416795001 8.402334213030372 0.10788708807044764 4.231995830161761e-11 32.0 0.0
0.95 -1271.2367029622608 6.984919309616089e-10 67.9501619874 2.4037987936399077 0.09759071470031672 6.809426633669347e-11 32.0 0.0
1.0 -1329.3975802533128 6.984919309616089e-10 66.17671349480001 6.548576837962173 0.08883854577598994 7.038073596143946e-11 32.0 0.0
1.05 -1387.99380496017 -6.984919309616089e-10 65.86646504305 5.166011280658495 0.0813169097158473 1.3468081684619992e-11 32.0 0.0
1.1 -1446.9618541531286 9.313225746154785e-10 63.50836358485001 4.719333982574881 0.07478524006331114 5.897827712320058e-11 32.0 0.0
1.15 -1506.2501974557265 -4.656612873077393e-10 64.0029565513 4.123657394465226 0.06907204361730365 1.3711897069168533e-11 32.0 0.0
1.2 -1565.8165578899243 -9.313225746154785e-10 63.514670875849994 11.320090171722313 0.06403092335487742 9.460376319131436e-11 31.9 0.09000000000014552
1.25 -1625.625880464462 0.0 59.96951886194999 9.326745423104512 0.05956488605277643 1.2221104336851418e-11 32.0 0.0
1.3 -1685.6488437272005 9.313225746154785e-10 59.245001423 5.415352884836921 0.055578942233293925 4.471394175059595e-12 31.8 0.15999999999996817
1.35 -1745.860720517168 0.0 60.27186893435 1.82906833412153 0.052004277307407885 5.20442543228139e-12 31.6 0.5399999999999636
1.4 -1806.2404815392747 -2.7939677238464355e-9 60.845120075299995 6.210055349934919 0.0487854033081573 3.9306153817864065e-12 31.5 0.9500000000000455
1.45 -1866.7701473362602 1.3969838619232178e-9 59.43075800015 2.0389939295155273 0.04587307429609592 3.2442707374735757e-12 31.2 1.6600000000000819
1.5 -1927.4342379549676 4.656612873077393e-10 59.604301144299995 7.796009016794869 0.043229260152433224 7.904903294442267e-12 30.75 1.6875
1.55 -1988.2193462397258 -1.3969838619232178e-9 61.2716178463 5.322584070414905 0.04082027162071735 5.345919019961176e-13 30.6 2.6399999999998727
1.6 -2049.1138075307354 0.0 60.63207396334999 5.9829155544962305 0.03861813114318981 4.8164402154105e-13 30.8 1.8599999999999
1.65 -2110.107418116717 1.862645149230957e-9 61.18779843360001 3.518413869174765 0.0365981909588242 1.8041861407636084e-12 30.4 2.9400000000000546
1.7 -2171.191214236555 -9.313225746154785e-10 60.341728913 5.3262804830274035 0.03474161952119932 2.390211075939397e-12 29.8 3.9599999999999227
1.75 -2232.357286269625 -1.862645149230957e-9 61.58548916065 1.187880795496767 0.03303001631924892 2.8536218527053236e-12 29.75 3.4874999999999545
1.8 -2293.5986300002205 0.0 59.67318745425 2.9287320503381125 0.03144674478646642 7.603358047336695e-13 29.4 6.240000000000123
1.85 -2354.9090157395003 -1.862645149230957e-9 60.031001665299996 2.3472529291775572 0.02998094803028379 1.1801942886510708e-12 29.4 4.1400000000001
1.9 -2416.2828894818585 2.7939677238464355e-9 60.478123146849995 2.094533879408573 0.02862057932376776 2.4366876788875502e-12 28.9 5.990000000000123
1.95 -2477.7152781475916 9.313225746154785e-10 59.308522307950014 3.7108934942357337 0.027354384865128707 8.863452506668867e-13 28.75 5.6875
2.0 -2539.2017157600962 -9.313225746154785e-10 59.0545235016 2.2148766754189637 0.02617458774606506 4.144823590249147e-13 29.0 3.7999999999999545
