Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.3390322785946426e-14  4.30214335494931e-15
2  4.0  0.0  1.8155902188634951  0.0030461449896523347
3  8.0  0.0  1.8155902188634996  0.003046144989652247
4  16.0  0.0  3.6506708877018306  0.0052392788281568955
5  32.0  0.0  3.6506708877018363  0.005239278828157621
6  64.0  0.0  5.5032638897058055  0.005174987515456301
7  128.0  0.0  5.503263889705811  0.005174987515454525
8  256.0  0.0  7.369083816134442  0.004792653485746813
9  512.0  0.0  7.369083816134446  0.004792653485747774
10  1024.0  0.0  9.246230599538507  0.0047931803492661604
11  1024.0  0.0  9.24623059953851  0.004793180349266396
12  1023.95  0.2179449471770338  9.09355462213592  0.011519963613367707
13  1023.95  0.2179449471770338  9.093554622135922  0.011519963613368584
14  1023.85  0.3570714214271425  9.02407074161601  0.00640703331508842
15  1023.85  0.3570714214271425  9.024070741616011  0.006407033315088915
16  1023.9  0.3  9.008006104985729  0.0015845040077129041
17  1023.9  0.3  9.008006104985732  0.0015845040077135963
18  1023.85  0.3570714214271425  9.00250998638114  0.0009460035879655875
19  1023.85  0.3570714214271425  9.002509986381146  0.0009460035879663229
20  1023.9  0.3  9.000612116197132  0.001084327665462615
21  1023.9  0.3  9.000612116197136  0.0010843276654629356
22  1023.9  0.30000000000000004  9.00024055362  0.0007967597615039188
23  1023.9  0.30000000000000004  9.000240553620005  0.0007967597615039433
24  1023.9  0.3  9.000209525323822  0.000894888885467502
25  1023.9  0.3  9.000209525323829  0.0008948888854670222
Numero de qubits: 21 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.544051574838799e-14  3.309931812234406e-15
2  4.0  0.0  1.8162804511804573  0.0036210795736952273
3  8.0  0.0  1.8162804511804627  0.0036210795736967864
4  16.0  0.0  3.6513540012594623  0.0042760316187588614
5  32.0  0.0  3.651354001259469  0.004276031618759663
6  64.0  0.0  5.506031284025738  0.00507556158439287
7  128.0  0.0  5.506031284025741  0.005075561584393921
8  256.0  0.0  7.372233213758266  0.007240350111926118
9  512.0  0.0  7.3722332137582685  0.007240350111926378
10  1024.0  0.0  9.250725516967737  0.005862191130840068
11  1024.0  0.0  9.250725516967739  0.0058621911308418435
12  1024.0  0.0  9.50480129091484  0.02504367331794087
13  1024.0  0.0  9.504801290914845  0.025043673317940277
14  1024.0  0.0  9.44740852176172  0.006690436362423517
15  1024.0  0.0  9.447408521761727  0.006690436362422715
16  1024.0  0.0  9.425108104988876  0.0016902637489073342
17  1024.0  0.0  9.425108104988883  0.0016902637489068905
18  1024.0  0.0  9.417801246524633  0.0008431040207737721
19  1024.0  0.0  9.417801246524636  0.000843104020773475
20  1024.0  0.0  9.415992150097761  0.0006090268460258548
21  1024.0  0.0  9.415992150097763  0.0006090268460262026
22  1024.0  0.0  9.415557160935139  0.0005123826210119478
23  1024.0  0.0  9.41555716093514  0.0005123826210123401
24  1024.0  0.0  9.41508645491022  0.00044587531175975124
25  1024.0  0.0  9.415086454910222  0.00044587531175984427
