Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.431931647205276e-14  2.643748903344615e-15
2  4.0  0.0  1.814882716735955  0.0024522612247908026
3  8.0  0.0  1.8148827167359591  0.0024522612247904604
4  16.0  0.0  3.648844969913232  0.003662572455456301
5  32.0  0.0  3.648844969913236  0.003662572455456311
6  64.0  0.0  5.502535465707058  0.005206655256582749
7  128.0  0.0  5.502535465707061  0.0052066552565812945
8  256.0  0.0  7.369849319898483  0.004671276226150769
9  512.0  0.0  7.369849319898488  0.004671276226151892
10  1024.0  0.0  9.247881712182275  0.005543022691368906
11  1024.0  0.0  9.24788171218228  0.005543022691368479
12  1023.95  0.21794494717703367  9.093830386626951  0.017079363754776866
13  1023.95  0.21794494717703367  9.093830386626955  0.01707936375477657
14  1023.9  0.30000000000000004  9.025590114591177  0.005289366682037779
15  1023.9  0.30000000000000004  9.02559011459118  0.005289366682036929
16  1023.85  0.3570714214271426  9.008545257354848  0.0015064092038142164
Numero de qubits: 21 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.4223213676938308e-14  2.58347956524138e-15
2  4.0  0.0  1.8151304107776354  0.003250073079104135
3  8.0  0.0  1.8151304107776405  0.0032500730791048425
4  16.0  0.0  3.649115485645961  0.0037579886993888037
5  32.0  0.0  3.6491154856459644  0.003757988699388135
6  64.0  0.0  5.502052139378502  0.004715296231024271
7  128.0  0.0  5.502052139378507  0.004715296231023718
8  256.0  0.0  7.368411627086094  0.004000961802277179
9  512.0  0.0  7.368411627086095  0.004000961802277239
10  1024.0  0.0  9.245781515201747  0.004396227037442428
11  1024.0  0.0  9.245781515201752  0.004396227037441916
12  1024.0  0.0  9.509440041123002  0.011639804384896356
13  1024.0  0.0  9.509440041123005  0.01163980438489566
14  1024.0  0.0  9.44449769465356  0.010655931264487094
15  1024.0  0.0  9.444497694653563  0.010655931264487023
16  1024.0  0.0  9.425518564831268  0.0012984522526892023
