Número de qubits: 120
Layer	Time	var(Time)
1  0.013515924300000001  0.00012313318391029445
2  0.07284403789999999  0.018683720662124294
3  0.007311721799999999  1.94702700462684e-5
4  0.007782711  4.470293244105156e-5
5  0.0061736206000000005  6.889089653862267e-6
6  0.0067575288999999995  1.841395807862476e-5
7  0.008106279499999999  9.332537170524583e-5
8  0.0105985695  0.00010773388399569627
9  0.005380594899999999  4.863460439229888e-7
10  0.0123446414  5.730100497526049e-5
11  0.0072470724  2.410076214850426e-5
12  0.0267755403  0.00019729868169481935
13  0.0063862008  6.90218648631151e-6
14  0.3348909934  0.006420549522792503
15  0.0093821263  1.5762939384763565e-5
16  1.2680077722  0.032485708830475586
17  0.0467421385  0.0009979356061686376
18  7.886873508799999  0.6994491743593253
19  0.16360652250000002  0.0010043586563334489
20  50.4645266727  19.528509683310023
Total= 60.3652541777
Varianza= 1.0144133325778903
