Número de qubits: 120
Layer	Time	var(Time)
1  0.0093807451  5.36007836718901e-5
2  0.09873769350000001  0.022756912317852408
3  0.005717055600000001  1.345930604781916e-5
4  0.004943748199999999  6.189195193108447e-7
5  0.0042491977  9.249538459093445e-7
6  0.008020115599999999  2.7723779675731155e-5
7  0.005818476  2.4601502946507335e-5
8  0.007192601200000001  1.1441116707066224e-6
9  0.004693305899999999  1.0212730538303219e-6
10  0.015584188500000002  3.909505898148583e-5
11  0.0050836252  9.142808833806224e-7
12  0.0598663608  0.0026105978324261108
13  0.009519946800000002  3.550291454568507e-5
14  0.3569957644  0.00522772295276323
15  0.010919802499999999  3.4543136755447225e-6
16  1.2633778380999998  0.04362794427669803
17  0.033950710599999996  3.0150477998229595e-5
18  6.483260346  0.8865156038615769
19  0.2359858011  0.006584582851488518
20  39.18023771210001  27.544831026448442
Total= 47.80353503490001
Varianza= 1.4256193301108881
