Número de qubits: 120
Layer	Time	var(Time)
1  0.006666503799999999  2.1666406397411738e-5
2  0.0708805259  0.029887707660830307
3  0.0047466222  1.227326534082529e-5
4  0.0043961244000000005  7.132555434633776e-7
5  0.004523763200000001  7.417806032828445e-7
6  0.0046197649  4.443332210907665e-7
7  0.004725366399999999  1.4246912331960006e-7
8  0.005564732499999999  1.052373421838334e-7
9  0.005042319  4.770236680422225e-8
10  0.0130500627  6.781885472200089e-5
11  0.007742041100000001  3.528579855247832e-5
12  0.029424046399999997  0.00016786320764324608
13  0.0046302507  2.731333830155666e-7
14  0.2131649477  0.000287463229829058
15  0.0074094451  2.8172407719743213e-6
16  0.8214938483  0.010497199481013103
17  0.0267358323  1.3446358227099563e-5
18  4.893406993399999  0.09618914896087366
19  0.12430676969999999  0.002611794748491188
20  33.4594384706  1.451008360019042
Total= 39.7119684303
Varianza= 1.8184360913908881
