Número de qubits: 120
Layer	Time	var(Time)
1  0.0080470734  8.813931414800805e-5
2  0.07196339269999999  0.030148759120318985
3  0.0048460148  5.789929954981778e-7
4  0.0055339103  6.196937106486779e-7
5  0.0056541183  8.899512453416899e-6
6  0.0059959904  6.280592694358221e-7
7  0.006922630399999999  2.4744707465359376e-5
8  0.0097523991  2.8116363358169443e-5
9  0.005685857000000001  1.3198211590501557e-5
10  0.0156295802  6.479777076650308e-5
11  0.004809872  6.617304766253335e-7
12  0.0413611091  0.00013881808132435678
13  0.007566715000000002  1.890449411793022e-5
14  0.3375051433  9.10922126037172e-5
15  0.0111661044  2.660561718364265e-6
16  1.3938500287  0.004248002644261912
17  0.0465680393  0.002377245603599558
18  7.2062525772  0.006296475981013482
19  0.1644802608  0.00462142579539665
20  47.049558669899994  0.7726401729960813
Total= 56.403149486299995
Varianza= 0.041040697092333524
